Applicant_ID,Sex,Employment_Gaps,College_Club,Resume_Keywords,Education_Level,Years_Experience,Skills,Position_Level,Certifications,Programming_Languages,Project_Count,GPA,Hired
408,Male,0,Community Service,led,PhD,7.0,machine learning,Entry,Certified Scrum Master,JavaScript,7.0,3.34,0
672,Male,1,Community Service,led,Bachelor's,8.0,customer service,Entry,Certified Scrum Master,C++,9.0,3.47,0
904,Female,0,Tech Club,support,Bachelor's,6.0,machine learning,Entry,Certified Scrum Master,JavaScript,7.0,3.94,0
860,Female,0,Community Service,innovated,Master's,7.0,software engineering,Entry,PMP,Java,20.0,3.47,1
35,Male,2,Tech Club,innovated,Bachelor's,14.0,system architecture,Entry,AWS Certified,C++,2.0,3.54,1
274,Male,1,Tech Club,innovated,Master's,11.0,software engineering,Entry,Google Analytics Certified,Java,2.0,3.72,1
311,Male,0,Tech Club,achieved,Master's,6.0,data analysis,Entry,AWS Certified,Python,6.0,2.75,0
175,Male,0,Coding Society,led,Bachelor's,12.0,software engineering,Mid,Certified Scrum Master,Java,4.0,3.34,1
440,Male,0,Coding Society,strategic,PhD,10.0,system architecture,Mid,Google Analytics Certified,JavaScript,1.0,3.15,1
561,Male,0,Fraternity,innovated,Bachelor's,6.0,machine learning,Senior,Certified Scrum Master,Python,9.0,3.64,0
511,Male,0,Community Service,strategic,Bachelor's,7.0,software engineering,Mid,Certified Scrum Master,C++,2.0,3.37,1
901,Female,0,Community Service,achieved,Bachelor's,8.0,system architecture,Mid,Certified Scrum Master,JavaScript,8.0,4.0,1
222,Male,0,Tech Club,achieved,Bachelor's,5.0,machine learning,Entry,PMP,SQL,3.0,3.61,0
388,Male,0,Tech Club,innovated,Master's,8.0,system architecture,Senior,PMP,Python,4.0,3.44,1
25,Male,0,Student Council,achieved,Bachelor's,4.0,customer service,Senior,PMP,Java,20.0,3.39,0
181,Male,0,Student Council,led,Bachelor's,9.0,software engineering,Mid,AWS Certified,C++,11.0,3.71,1
927,Female,0,Community Service,organized,Master's,9.0,software engineering,Mid,PMP,SQL,5.0,3.53,1
254,Male,0,Tech Club,collaborative,Bachelor's,6.0,machine learning,Entry,Google Analytics Certified,Python,4.0,4.0,0
995,Female,0,Student Council,achieved,Bachelor's,5.0,project management,Entry,Certified Scrum Master,Python,12.0,3.71,0
268,Male,0,Fraternity,innovated,Master's,10.0,software engineering,Senior,Certified Scrum Master,C++,12.0,4.0,1
48,Male,0,Tech Club,innovated,Bachelor's,5.0,data analysis,Senior,AWS Certified,C++,11.0,3.89,0
999,Female,2,Tech Club,collaborative,Master's,7.0,software engineering,Entry,AWS Certified,Java,9.0,4.0,1
187,Male,1,Coding Society,support,Bachelor's,4.0,system architecture,Entry,PMP,Python,2.0,3.44,0
997,Female,2,Student Council,innovated,Bachelor's,8.0,customer service,Mid,PMP,JavaScript,1.0,3.77,1
911,Female,0,Women in Tech,collaborative,Bachelor's,1.0,software engineering,Entry,PMP,Python,12.0,4.0,0
62,Male,0,Student Council,achieved,Bachelor's,9.0,customer service,Entry,Google Analytics Certified,Java,3.0,3.69,1
304,Male,0,Coding Society,led,Bachelor's,13.0,software engineering,Entry,Google Analytics Certified,C++,5.0,3.12,1
795,Male,0,Tech Club,achieved,Bachelor's,14.0,system architecture,Senior,Certified Scrum Master,JavaScript,7.0,3.33,1
380,Male,0,Coding Society,innovated,Master's,5.0,data analysis,Mid,Certified Scrum Master,Java,10.0,3.66,0
75,Male,0,Student Council,support,Master's,4.0,system architecture,Entry,AWS Certified,SQL,10.0,3.55,0
661,Male,0,Coding Society,achieved,Master's,6.0,software engineering,Entry,AWS Certified,C++,10.0,3.32,1
204,Male,1,Fraternity,strategic,Master's,2.0,system architecture,Entry,Certified Scrum Master,Python,3.0,3.8,0
158,Male,0,Community Service,led,Bachelor's,8.0,system architecture,Mid,Google Analytics Certified,Python,1.0,2.95,1
864,Female,0,Community Service,support,Bachelor's,1.0,customer service,Mid,AWS Certified,SQL,4.0,3.67,0
726,Male,1,Tech Club,led,PhD,4.0,project management,Mid,PMP,SQL,13.0,3.38,0
932,Female,1,Community Service,helped,Bachelor's,4.0,customer service,Entry,Certified Scrum Master,JavaScript,0.0,2.66,0
588,Male,0,Fraternity,innovated,Master's,6.0,system architecture,Entry,AWS Certified,Python,0.0,2.96,0
983,Female,0,Women in Tech,helped,Bachelor's,7.0,customer service,Entry,Certified Scrum Master,Java,2.0,3.51,0
435,Male,0,Tech Club,organized,Master's,14.0,system architecture,Mid,Certified Scrum Master,SQL,9.0,3.12,1
295,Male,0,Community Service,strategic,PhD,7.0,software engineering,Entry,AWS Certified,Python,4.0,3.31,0
746,Male,1,Fraternity,innovated,Bachelor's,4.0,software engineering,Entry,Certified Scrum Master,C++,1.0,2.94,0
830,Female,0,Women in Tech,strategic,Bachelor's,3.0,customer service,Senior,Certified Scrum Master,Python,4.0,3.23,0
637,Male,0,Fraternity,organized,PhD,7.0,customer service,Entry,Certified Scrum Master,Python,2.0,3.43,0
924,Female,1,Women in Tech,innovated,Bachelor's,3.0,customer service,Senior,AWS Certified,JavaScript,9.0,3.51,0
741,Male,0,Community Service,led,PhD,8.0,data analysis,Senior,AWS Certified,JavaScript,2.0,4.0,1
778,Male,0,Fraternity,strategic,Master's,8.0,data analysis,Mid,None,Python,9.0,3.65,1
869,Female,1,Coding Society,collaborative,Master's,3.0,machine learning,Entry,Google Analytics Certified,Python,3.0,4.0,0
459,Male,0,Tech Club,achieved,Master's,4.0,software engineering,Mid,PMP,Java,12.0,3.47,0
538,Male,0,Coding Society,strategic,Bachelor's,6.0,software engineering,Mid,Certified Scrum Master,Java,3.0,3.36,0
263,Male,0,Fraternity,support,Bachelor's,5.0,system architecture,Entry,Certified Scrum Master,C++,11.0,3.72,0
476,Male,2,Coding Society,support,Master's,9.0,software engineering,Entry,Certified Scrum Master,Python,10.0,3.98,1
491,Male,0,Tech Club,led,Bachelor's,9.0,software engineering,Entry,AWS Certified,Python,2.0,3.24,1
516,Male,0,Tech Club,helped,PhD,9.0,software engineering,Mid,Google Analytics Certified,Python,9.0,4.0,1
452,Male,0,Coding Society,organized,Master's,6.0,project management,Senior,Certified Scrum Master,Java,17.0,3.65,0
131,Male,0,Coding Society,strategic,Master's,5.0,data analysis,Mid,Google Analytics Certified,SQL,1.0,3.58,0
653,Male,0,Fraternity,led,Master's,4.0,system architecture,Entry,AWS Certified,Python,5.0,3.98,0
188,Male,0,Tech Club,innovated,Bachelor's,12.0,software engineering,Mid,AWS Certified,JavaScript,5.0,3.22,1
149,Male,0,Community Service,achieved,Master's,9.0,machine learning,Entry,Certified Scrum Master,Java,0.0,2.95,1
785,Male,0,Coding Society,support,Master's,5.0,software engineering,Mid,Google Analytics Certified,Java,0.0,3.85,1
649,Male,0,Community Service,achieved,Master's,7.0,system architecture,Mid,Google Analytics Certified,JavaScript,12.0,3.36,1
153,Male,0,Coding Society,innovated,Master's,3.0,software engineering,Entry,PMP,Python,2.0,3.07,0
704,Male,0,Coding Society,strategic,Master's,5.0,data analysis,Entry,AWS Certified,C++,10.0,4.0,0
483,Male,0,Coding Society,helped,Bachelor's,6.0,software engineering,Mid,PMP,C++,5.0,3.84,1
872,Female,0,Women in Tech,organized,Bachelor's,7.0,software engineering,Entry,Certified Scrum Master,Python,13.0,3.23,0
600,Male,0,Community Service,strategic,Master's,13.0,system architecture,Senior,AWS Certified,JavaScript,5.0,3.12,1
930,Female,0,Tech Club,collaborative,Bachelor's,5.0,project management,Mid,Certified Scrum Master,Python,9.0,2.84,0
802,Female,0,Community Service,organized,PhD,6.0,data analysis,Mid,AWS Certified,Java,9.0,3.72,0
974,Female,0,Community Service,helped,Master's,5.0,customer service,Mid,PMP,Java,11.0,3.35,0
502,Male,0,Fraternity,innovated,Master's,14.0,software engineering,Entry,Google Analytics Certified,JavaScript,14.0,3.49,1
340,Male,0,Tech Club,achieved,Master's,7.0,system architecture,Mid,AWS Certified,JavaScript,2.0,2.51,1
289,Male,0,Tech Club,achieved,PhD,7.0,software engineering,Entry,Google Analytics Certified,SQL,12.0,3.45,1
856,Female,0,Women in Tech,support,Bachelor's,6.0,customer service,Entry,Certified Scrum Master,SQL,9.0,3.45,0
966,Female,0,Community Service,helped,Master's,6.0,customer service,Entry,AWS Certified,JavaScript,10.0,4.0,1
521,Male,0,Tech Club,innovated,Bachelor's,11.0,system architecture,Mid,Google Analytics Certified,Java,5.0,2.96,1
507,Male,1,Coding Society,support,PhD,11.0,software engineering,Senior,AWS Certified,Java,6.0,3.54,1
558,Male,0,Fraternity,led,Bachelor's,7.0,system architecture,Mid,PMP,Java,2.0,2.67,0
647,Male,0,Tech Club,organized,Bachelor's,4.0,software engineering,Senior,Certified Scrum Master,C++,4.0,3.03,0
940,Female,0,Tech Club,strategic,Bachelor's,3.0,machine learning,Entry,Certified Scrum Master,Java,2.0,3.12,0
852,Female,1,Student Council,collaborative,Bachelor's,7.0,data analysis,Entry,PMP,Java,0.0,3.79,0
946,Female,0,Community Service,achieved,Bachelor's,8.0,machine learning,Mid,AWS Certified,C++,0.0,4.0,1
169,Male,0,Tech Club,innovated,Master's,7.0,machine learning,Mid,Certified Scrum Master,Python,5.0,3.74,1
186,Male,0,Student Council,helped,Master's,11.0,machine learning,Mid,Certified Scrum Master,JavaScript,1.0,3.01,1
721,Male,1,Tech Club,support,Bachelor's,2.0,customer service,Senior,PMP,C++,1.0,3.28,0
482,Male,0,Tech Club,support,Master's,8.0,customer service,Senior,Certified Scrum Master,Python,2.0,3.35,1
337,Male,1,Tech Club,achieved,PhD,9.0,machine learning,Senior,None,C++,3.0,4.0,1
128,Male,1,Fraternity,strategic,Bachelor's,12.0,data analysis,Mid,Certified Scrum Master,Python,0.0,3.87,1
399,Male,0,Coding Society,innovated,Bachelor's,9.0,software engineering,Mid,AWS Certified,Java,1.0,4.0,1
443,Male,0,Coding Society,innovated,Bachelor's,5.0,project management,Mid,AWS Certified,Python,9.0,2.52,0
748,Male,0,Fraternity,strategic,Bachelor's,6.0,software engineering,Entry,AWS Certified,C++,3.0,3.33,0
850,Female,0,Community Service,collaborative,Bachelor's,3.0,machine learning,Senior,Certified Scrum Master,C++,3.0,3.27,0
793,Male,0,Coding Society,achieved,Master's,9.0,data analysis,Mid,Google Analytics Certified,C++,7.0,3.55,1
570,Male,0,Fraternity,helped,Master's,10.0,system architecture,Entry,Certified Scrum Master,Java,3.0,3.33,1
67,Male,0,Tech Club,led,Bachelor's,8.0,system architecture,Mid,AWS Certified,JavaScript,3.0,3.62,1
656,Male,0,Student Council,achieved,Bachelor's,7.0,machine learning,Senior,AWS Certified,JavaScript,13.0,3.43,0
148,Male,0,Coding Society,led,Master's,10.0,system architecture,Senior,PMP,Java,10.0,3.19,1
602,Male,0,Fraternity,strategic,Master's,7.0,system architecture,Entry,PMP,C++,4.0,2.73,0
914,Female,0,Women in Tech,organized,PhD,3.0,data analysis,Mid,Certified Scrum Master,Python,2.0,3.29,0
610,Male,0,Coding Society,strategic,PhD,11.0,software engineering,Entry,AWS Certified,Python,5.0,3.72,1
994,Female,0,Coding Society,collaborative,Bachelor's,8.0,data analysis,Mid,Google Analytics Certified,Java,10.0,2.97,1
950,Female,0,Women in Tech,organized,Bachelor's,9.0,software engineering,Entry,Google Analytics Certified,SQL,12.0,3.26,1
728,Male,0,Student Council,led,Bachelor's,9.0,data analysis,Entry,Google Analytics Certified,C++,9.0,2.91,1
962,Female,1,Women in Tech,collaborative,Bachelor's,2.0,machine learning,Entry,Google Analytics Certified,Python,0.0,2.54,0
152,Male,0,Community Service,strategic,Bachelor's,7.0,software engineering,Entry,Google Analytics Certified,Java,9.0,3.51,0
824,Female,0,Student Council,collaborative,Bachelor's,10.0,machine learning,Entry,PMP,Python,6.0,4.0,1
32,Male,0,Coding Society,achieved,Bachelor's,12.0,software engineering,Entry,PMP,Python,4.0,2.82,1
161,Male,0,Community Service,innovated,Bachelor's,10.0,customer service,Entry,Certified Scrum Master,Python,3.0,3.8,1
141,Male,2,Community Service,collaborative,Bachelor's,4.0,customer service,Entry,PMP,C++,9.0,3.83,0
544,Male,0,Fraternity,innovated,Bachelor's,11.0,software engineering,Mid,AWS Certified,JavaScript,3.0,3.83,1
450,Male,0,Coding Society,led,Bachelor's,10.0,customer service,Entry,Certified Scrum Master,Python,6.0,4.0,1
217,Male,0,Tech Club,collaborative,Bachelor's,2.0,machine learning,Mid,Google Analytics Certified,C++,6.0,3.25,0
257,Male,1,Tech Club,achieved,Master's,5.0,software engineering,Senior,Google Analytics Certified,Java,10.0,3.96,1
701,Male,0,Student Council,achieved,Master's,5.0,system architecture,Senior,AWS Certified,Java,6.0,3.4,0
89,Male,1,Student Council,collaborative,Master's,8.0,machine learning,Entry,Certified Scrum Master,JavaScript,5.0,3.08,1
376,Male,0,Community Service,led,Master's,3.0,data analysis,Mid,PMP,Java,1.0,3.55,0
318,Male,0,Coding Society,led,Bachelor's,3.0,system architecture,Mid,Google Analytics Certified,Python,1.0,4.0,0
952,Female,1,Women in Tech,helped,Master's,6.0,machine learning,Mid,PMP,Java,6.0,2.95,0
270,Male,0,Fraternity,achieved,Master's,11.0,software engineering,Senior,AWS Certified,Python,2.0,3.7,1
168,Male,0,Coding Society,strategic,Bachelor's,8.0,machine learning,Mid,PMP,Python,11.0,3.2,1
536,Male,1,Tech Club,collaborative,Bachelor's,10.0,customer service,Entry,AWS Certified,C++,3.0,3.86,1
13,Male,1,Student Council,helped,Bachelor's,4.0,system architecture,Mid,Certified Scrum Master,C++,7.0,3.09,0
594,Male,0,Tech Club,achieved,Master's,8.0,machine learning,Entry,Certified Scrum Master,Python,3.0,3.81,1
463,Male,0,Tech Club,innovated,Master's,3.0,software engineering,Mid,Google Analytics Certified,JavaScript,8.0,3.53,0
945,Female,0,Student Council,helped,Bachelor's,9.0,system architecture,Entry,AWS Certified,C++,3.0,3.1,1
378,Male,0,Coding Society,innovated,Bachelor's,12.0,software engineering,Mid,AWS Certified,C++,13.0,3.92,1
813,Female,0,Women in Tech,helped,Bachelor's,4.0,machine learning,Mid,Google Analytics Certified,Java,4.0,3.46,0
288,Male,0,Fraternity,led,Master's,4.0,software engineering,Mid,Google Analytics Certified,Python,4.0,3.57,0
367,Male,2,Coding Society,strategic,Bachelor's,5.0,system architecture,Mid,Google Analytics Certified,Python,7.0,3.47,0
368,Male,1,Student Council,achieved,Bachelor's,3.0,software engineering,Mid,Google Analytics Certified,C++,4.0,4.0,0
640,Male,0,Student Council,innovated,Bachelor's,8.0,system architecture,Entry,Certified Scrum Master,SQL,0.0,3.43,0
479,Male,2,Community Service,strategic,Bachelor's,6.0,data analysis,Entry,PMP,C++,6.0,2.9,0
392,Male,0,Tech Club,strategic,Master's,7.0,system architecture,Entry,Google Analytics Certified,C++,2.0,2.8,1
319,Male,0,Tech Club,achieved,Master's,10.0,software engineering,Senior,PMP,Python,19.0,4.0,1
892,Female,1,Women in Tech,helped,Master's,6.0,software engineering,Senior,Google Analytics Certified,Java,15.0,4.0,1
478,Male,0,Community Service,innovated,Master's,8.0,system architecture,Senior,AWS Certified,C++,18.0,2.92,1
134,Male,0,Tech Club,achieved,Master's,0.0,system architecture,Entry,AWS Certified,JavaScript,8.0,3.76,0
867,Female,0,Tech Club,support,Bachelor's,3.0,software engineering,Entry,Google Analytics Certified,JavaScript,6.0,3.82,0
15,Male,0,Coding Society,achieved,Master's,3.0,software engineering,Entry,Certified Scrum Master,C++,8.0,2.49,0
84,Male,0,Community Service,helped,Master's,16.0,system architecture,Entry,Certified Scrum Master,JavaScript,9.0,2.87,1
296,Male,0,Tech Club,strategic,Bachelor's,5.0,machine learning,Entry,PMP,C++,2.0,3.12,0
960,Female,1,Student Council,organized,Bachelor's,0.0,project management,Entry,AWS Certified,C++,4.0,3.84,0
688,Male,0,Fraternity,achieved,Bachelor's,9.0,data analysis,Entry,Certified Scrum Master,C++,10.0,2.59,1
633,Male,0,Coding Society,strategic,Bachelor's,9.0,system architecture,Mid,PMP,Python,12.0,3.74,1
847,Female,0,Coding Society,helped,PhD,1.0,software engineering,Senior,Google Analytics Certified,Python,2.0,4.0,0
335,Male,0,Student Council,strategic,Master's,8.0,system architecture,Entry,Certified Scrum Master,C++,5.0,4.0,1
614,Male,0,Fraternity,innovated,Master's,6.0,software engineering,Mid,PMP,Python,7.0,3.91,1
986,Female,0,Tech Club,organized,PhD,6.0,customer service,Senior,PMP,Java,16.0,3.67,0
416,Male,0,Student Council,organized,Master's,8.0,software engineering,Entry,None,JavaScript,12.0,3.6,1
74,Male,1,Tech Club,support,Bachelor's,1.0,project management,Mid,Certified Scrum Master,Java,7.0,3.62,0
776,Male,0,Fraternity,achieved,PhD,9.0,data analysis,Mid,Google Analytics Certified,JavaScript,11.0,4.0,1
665,Male,0,Student Council,innovated,Master's,7.0,machine learning,Mid,Google Analytics Certified,C++,13.0,3.3,1
397,Male,1,Fraternity,strategic,Master's,1.0,customer service,Entry,PMP,Python,2.0,2.78,0
530,Male,1,Coding Society,organized,Bachelor's,8.0,machine learning,Entry,Certified Scrum Master,Python,1.0,3.49,0
46,Male,0,Coding Society,innovated,Master's,11.0,system architecture,Entry,Certified Scrum Master,Java,6.0,3.22,1
833,Female,0,Community Service,achieved,Master's,0.0,system architecture,Entry,PMP,C++,3.0,3.19,0
197,Male,0,Student Council,achieved,PhD,5.0,customer service,Entry,Certified Scrum Master,SQL,9.0,4.0,0
519,Male,2,Tech Club,innovated,Bachelor's,7.0,machine learning,Entry,PMP,Python,10.0,3.94,0
839,Female,0,Student Council,helped,PhD,0.0,machine learning,Entry,Google Analytics Certified,C++,10.0,3.29,0
666,Male,0,Community Service,led,Bachelor's,8.0,machine learning,Mid,Google Analytics Certified,Python,8.0,4.0,1
862,Female,0,Community Service,collaborative,Master's,5.0,customer service,Senior,PMP,JavaScript,9.0,3.0,0
917,Female,0,Student Council,helped,Master's,4.0,software engineering,Entry,AWS Certified,C++,8.0,3.97,0
842,Female,1,Women in Tech,helped,Bachelor's,6.0,customer service,Mid,AWS Certified,JavaScript,13.0,3.26,0
402,Male,1,Tech Club,strategic,Bachelor's,3.0,system architecture,Mid,PMP,Java,5.0,3.7,0
618,Male,0,Coding Society,led,Master's,8.0,system architecture,Entry,AWS Certified,Python,11.0,3.44,1
542,Male,0,Tech Club,innovated,Master's,6.0,data analysis,Mid,Certified Scrum Master,None,5.0,3.56,1
58,Male,0,Fraternity,achieved,Bachelor's,12.0,system architecture,Entry,Google Analytics Certified,Java,2.0,3.28,1
727,Male,0,Coding Society,strategic,Bachelor's,7.0,machine learning,Entry,Google Analytics Certified,JavaScript,12.0,3.74,0
679,Male,2,Tech Club,strategic,Master's,11.0,system architecture,Senior,Certified Scrum Master,Java,6.0,3.39,1
534,Male,0,Fraternity,strategic,Bachelor's,10.0,machine learning,Entry,AWS Certified,Java,3.0,3.8,1
238,Male,0,Fraternity,strategic,PhD,3.0,machine learning,Mid,PMP,Java,12.0,3.5,0
455,Male,0,Tech Club,achieved,PhD,6.0,software engineering,Entry,Certified Scrum Master,C++,12.0,3.99,0
90,Male,0,Tech Club,led,Bachelor's,5.0,customer service,Mid,AWS Certified,Python,4.0,3.95,0
815,Female,1,Tech Club,support,Bachelor's,6.0,machine learning,Mid,PMP,JavaScript,11.0,2.4,0
165,Male,0,Tech Club,achieved,Bachelor's,2.0,customer service,Senior,AWS Certified,Python,10.0,3.46,0
781,Male,0,Tech Club,strategic,Bachelor's,6.0,system architecture,Mid,AWS Certified,SQL,5.0,4.0,1
597,Male,0,Fraternity,led,Bachelor's,5.0,software engineering,Senior,AWS Certified,C++,7.0,3.01,0
183,Male,1,Coding Society,strategic,Bachelor's,9.0,software engineering,Mid,Certified Scrum Master,Python,6.0,3.79,1
87,Male,0,Coding Society,strategic,Bachelor's,6.0,system architecture,Mid,Google Analytics Certified,Java,2.0,4.0,0
933,Female,2,Community Service,led,Master's,2.0,project management,Senior,Certified Scrum Master,JavaScript,13.0,3.08,0
548,Male,0,Coding Society,achieved,Bachelor's,8.0,system architecture,Entry,AWS Certified,Python,8.0,2.5,0
475,Male,0,Fraternity,achieved,Master's,6.0,machine learning,Senior,Google Analytics Certified,Java,3.0,3.13,0
678,Male,0,Fraternity,strategic,Bachelor's,6.0,software engineering,Entry,PMP,Java,14.0,3.91,0
308,Male,0,Community Service,innovated,Bachelor's,3.0,customer service,Mid,AWS Certified,Python,3.0,3.42,0
112,Male,0,Tech Club,led,Bachelor's,9.0,machine learning,Senior,PMP,JavaScript,0.0,3.55,1
829,Female,1,Student Council,support,Master's,7.0,machine learning,Entry,Google Analytics Certified,Java,3.0,2.74,0
100,Male,0,Fraternity,led,Bachelor's,5.0,software engineering,Mid,PMP,Python,13.0,2.32,0
671,Male,0,Fraternity,innovated,Bachelor's,11.0,software engineering,Mid,PMP,Python,0.0,3.65,1
213,Male,0,Tech Club,strategic,Bachelor's,7.0,software engineering,Mid,Certified Scrum Master,JavaScript,7.0,3.18,1
761,Male,0,Fraternity,strategic,Bachelor's,10.0,data analysis,Senior,Google Analytics Certified,Java,11.0,3.05,1
967,Female,1,Coding Society,helped,Bachelor's,6.0,customer service,Senior,PMP,Java,2.0,3.0,0
717,Male,1,Tech Club,innovated,Bachelor's,5.0,system architecture,Mid,Google Analytics Certified,C++,4.0,2.98,0
834,Female,0,Community Service,collaborative,Bachelor's,4.0,project management,Mid,Google Analytics Certified,JavaScript,7.0,3.9,0
695,Male,0,Fraternity,organized,Bachelor's,11.0,system architecture,Mid,PMP,C++,5.0,3.88,1
264,Male,0,Fraternity,achieved,Bachelor's,7.0,software engineering,Senior,PMP,Python,2.0,2.64,0
692,Male,0,Coding Society,achieved,Master's,3.0,machine learning,Entry,AWS Certified,C++,1.0,4.0,0
944,Female,1,Community Service,helped,Bachelor's,3.0,customer service,Entry,Certified Scrum Master,Python,8.0,2.66,0
684,Male,0,Community Service,led,Bachelor's,5.0,system architecture,Mid,AWS Certified,JavaScript,8.0,3.28,0
255,Male,0,Coding Society,support,Bachelor's,13.0,data analysis,Senior,Certified Scrum Master,SQL,3.0,3.3,1
302,Male,0,Student Council,achieved,PhD,3.0,software engineering,Mid,Google Analytics Certified,JavaScript,2.0,4.0,0
743,Male,0,Community Service,strategic,Master's,5.0,software engineering,Entry,PMP,C++,1.0,3.4,0
279,Male,0,Tech Club,innovated,Bachelor's,9.0,software engineering,Entry,AWS Certified,C++,8.0,3.37,1
379,Male,1,Fraternity,achieved,Bachelor's,9.0,system architecture,Mid,PMP,JavaScript,10.0,3.94,1
70,Male,2,Fraternity,led,Master's,11.0,system architecture,Mid,Google Analytics Certified,C++,15.0,3.4,1
372,Male,0,Tech Club,collaborative,Master's,4.0,software engineering,Mid,None,Java,13.0,3.72,1
931,Female,0,Community Service,support,PhD,8.0,customer service,Mid,Certified Scrum Master,SQL,10.0,3.77,1
484,Male,0,Tech Club,strategic,PhD,6.0,machine learning,Senior,PMP,C++,11.0,3.14,0
285,Male,0,Fraternity,strategic,Bachelor's,7.0,software engineering,Mid,Google Analytics Certified,JavaScript,1.0,4.0,1
859,Female,0,Student Council,strategic,Bachelor's,4.0,software engineering,Senior,Certified Scrum Master,JavaScript,4.0,3.97,0
787,Male,0,Coding Society,organized,Master's,6.0,data analysis,Entry,Google Analytics Certified,SQL,4.0,2.92,0
541,Male,2,Coding Society,innovated,Bachelor's,10.0,software engineering,Entry,None,Java,1.0,3.33,1
575,Male,1,Tech Club,led,Master's,1.0,data analysis,Entry,PMP,C++,2.0,2.42,0
934,Female,0,Community Service,support,Bachelor's,9.0,software engineering,Mid,Certified Scrum Master,Python,0.0,2.89,1
260,Male,0,Coding Society,achieved,Master's,8.0,system architecture,Entry,PMP,Java,4.0,3.51,1
93,Male,0,Coding Society,led,Bachelor's,9.0,system architecture,Senior,AWS Certified,Python,7.0,3.84,1
216,Male,0,Tech Club,led,Bachelor's,12.0,machine learning,Entry,AWS Certified,C++,3.0,3.6,1
686,Male,0,Community Service,strategic,Master's,3.0,software engineering,Entry,Google Analytics Certified,SQL,5.0,3.95,0
471,Male,0,Coding Society,led,Bachelor's,2.0,machine learning,Senior,AWS Certified,Python,10.0,3.33,0
424,Male,0,Tech Club,achieved,Bachelor's,11.0,machine learning,Entry,Google Analytics Certified,C++,6.0,3.38,1
350,Male,0,Tech Club,strategic,Bachelor's,7.0,machine learning,Mid,AWS Certified,SQL,3.0,2.91,1
732,Male,1,Coding Society,achieved,PhD,10.0,system architecture,Entry,Certified Scrum Master,Java,2.0,4.0,1
145,Male,0,Fraternity,achieved,Bachelor's,8.0,customer service,Entry,PMP,Python,3.0,2.62,0
196,Male,0,Community Service,achieved,Master's,7.0,system architecture,Mid,Certified Scrum Master,Java,6.0,3.27,1
893,Female,1,Student Council,helped,Master's,3.0,software engineering,Entry,Google Analytics Certified,Python,16.0,2.26,0
770,Male,1,Fraternity,innovated,Bachelor's,8.0,system architecture,Entry,PMP,JavaScript,6.0,4.0,1
106,Male,0,Tech Club,led,Bachelor's,11.0,system architecture,Entry,PMP,JavaScript,5.0,4.0,1
523,Male,2,Fraternity,led,Bachelor's,4.0,software engineering,Mid,Google Analytics Certified,C++,6.0,3.76,0
879,Female,0,Women in Tech,support,Master's,7.0,machine learning,Senior,AWS Certified,Java,5.0,3.41,1
928,Female,0,Women in Tech,organized,Master's,4.0,software engineering,Mid,Certified Scrum Master,JavaScript,2.0,3.43,0
812,Female,1,Student Council,helped,Bachelor's,9.0,machine learning,Entry,PMP,C++,7.0,3.86,1
865,Female,0,Student Council,support,Bachelor's,0.0,data analysis,Entry,AWS Certified,Java,2.0,2.95,0
195,Male,0,Tech Club,strategic,Bachelor's,8.0,system architecture,Mid,PMP,C++,14.0,4.0,1
827,Female,0,Tech Club,helped,Bachelor's,6.0,project management,Entry,AWS Certified,Python,6.0,3.62,0
71,Male,0,Fraternity,innovated,Master's,9.0,software engineering,Mid,Google Analytics Certified,JavaScript,7.0,2.82,1
275,Male,0,Fraternity,organized,Master's,9.0,software engineering,Mid,Google Analytics Certified,Python,11.0,3.59,1
14,Male,0,Tech Club,strategic,Bachelor's,9.0,software engineering,Mid,Google Analytics Certified,JavaScript,4.0,3.25,1
356,Male,0,Community Service,strategic,Bachelor's,2.0,software engineering,Entry,Google Analytics Certified,Python,6.0,2.8,0
657,Male,0,Coding Society,collaborative,Bachelor's,3.0,software engineering,Mid,AWS Certified,Java,1.0,3.63,0
753,Male,0,Tech Club,led,Bachelor's,3.0,system architecture,Mid,PMP,Python,6.0,2.76,0
877,Female,1,Community Service,support,Bachelor's,3.0,project management,Mid,PMP,Java,5.0,3.39,0
329,Male,0,Coding Society,innovated,Bachelor's,12.0,system architecture,Mid,AWS Certified,JavaScript,14.0,2.94,1
876,Female,0,Community Service,support,Bachelor's,0.0,customer service,Mid,None,Java,6.0,3.31,0
286,Male,0,Coding Society,led,Bachelor's,12.0,software engineering,Mid,Certified Scrum Master,Java,8.0,2.68,1
320,Male,0,Tech Club,achieved,Master's,1.0,system architecture,Senior,Certified Scrum Master,JavaScript,9.0,3.61,0
176,Male,0,Coding Society,collaborative,Bachelor's,9.0,data analysis,Entry,Certified Scrum Master,Python,6.0,3.48,1
956,Female,0,Student Council,helped,Master's,0.0,machine learning,Mid,Certified Scrum Master,SQL,14.0,4.0,0
916,Female,0,Community Service,helped,Bachelor's,5.0,software engineering,Mid,Google Analytics Certified,JavaScript,10.0,3.41,0
801,Female,1,Student Council,helped,Bachelor's,8.0,machine learning,Mid,Google Analytics Certified,JavaScript,5.0,3.88,1
108,Male,0,Community Service,helped,Bachelor's,13.0,software engineering,Senior,Google Analytics Certified,Python,7.0,3.63,1
664,Male,0,Fraternity,innovated,Bachelor's,8.0,machine learning,Entry,Certified Scrum Master,C++,11.0,4.0,1
