Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
721,Female,White,29,Duke University,2.7,Physics,,,,Varsity Women's Track & Field,Sorority,Aviation Club,Robotics Club,,,,Robotics,LaTeX,,,,0,
722,Female,Hispanic,29,University of Tokyo,3.7,Computer Engineering,Columbia University,3.7,Mathematics,Varsity Women's Soccer,Varsity Field Hockey,Rocket Club,Robotics Club,Ultimate Frisbee,Electric Vehicles Club,Hacking Club,Microsoft Word,Communication,Matlab,Simulink,Presenting,0,
723,Female,Asian,29,Imperial College London,2.7,Physics,,,,Varsity Volleyball,Varsity Field Hockey,Tau Beta Pi,Ultimate Frisbee,,,,Presenting,Simulation,,,,0,
724,Female,Black,23,University of Toronto,3.1,Computer Engineering,,,,Varsity Volleyball,Varsity Field Hockey,ASME,Hacking Club,,,,Coding,Experimental Design,,,,0,
725,Female,Unspecified,33,University of California Berkeley,3.6,Computer Engineering,Columbia University,3.6,Electrical Engineering,Varsity Women's Track & Field,Varsity Volleyball,Rocket Club,Aviation Club,ASME,IEEE,AIAA,Simulink,Python,Robotics,Math,Prototyping,0,
726,Female,Hispanic,35,University of Wisconsin–Madison,2.6,Aerospace Engineering,,,,Varsity Women's Soccer,Varsity Volleyball,Tau Beta Pi,Economics Club,,,,Prototyping,Python,,,,0,
727,Female,Asian,33,Swiss Federal Institute of Technology in Zurich,3.6,Computer Engineering,California Institute of Technology,3.6,Electrical Engineering,Varsity Volleyball,Varsity Women's Soccer,Rocket Club,Ultimate Frisbee,Student Government,Electric Vehicles Club,AIAA,Matlab,Experimental Design,Microsoft Word,CAD,Simulation,0,
728,Female,Asian,33,Washington University in St. Louis,2.9,Physics,,,,Varsity Women's Track & Field,Varsity Women's Soccer,ASME,AIAA,,,,CAD,ROS,,,,0,
729,Female,Asian,27,New York University,2.9,Aerospace Engineering,,,,Sorority,Varsity Women's Track & Field,ASME,Habitat for Humanity,Tau Beta Pi,,,Presenting,Simulink,Python,,,0,
730,Female,White,36,University of Texas at Austin,3.3,Physics,,,,Varsity Women's Soccer,Varsity Field Hockey,Robotics Club,Tau Beta Pi,Aviation Club,,,Simulation,Python,Presenting,,,0,
731,Female,White,34,University of Wisconsin–Madison,3.3,Mathematics,,,,Sorority,Society of Women Engineers,Economics Club,Rocket Club,IEEE,,,C++,Python,Matlab,,,0,
732,Female,Asian,34,Stanford University,3.5,Computer Engineering,University of Cambridge,3.7,Physics,Society of Women Engineers,Sorority,Electric Vehicles Club,Hacking Club,Tau Beta Pi,Economics Club,Rocket Club,Microsoft Excel,Communication,Prototyping,ROS,Simulink,0,
733,Female,White,31,University of Washington - Seattle,3.1,Aerospace Engineering,,,,Varsity Women's Soccer,Varsity Field Hockey,Aviation Club,Economics Club,,,,Simulink,Coding,,,,0,
734,Female,Other,39,Duke University,3.5,Aerospace Engineering,,,,Sorority,Society of Women Engineers,Economics Club,AIAA,Engineers without Borders,IEEE,,Simulink,LaTeX,Communication,Coding,,0,
735,Female,White,23,California Institute of Technology,3.5,Mathematics,University of Chicago,3.7,Electrical Engineering,Varsity Women's Track & Field,Society of Women Engineers,Tau Beta Pi,Engineers without Borders,ASME,Electric Vehicles Club,Student Government,LaTeX,Matlab,Simulation,ROS,CAD,0,
736,Female,Asian,39,University of California San Francisco,2.9,Physics,,,,Varsity Women's Soccer,Varsity Field Hockey,Aviation Club,Ultimate Frisbee,,,,Simulation,CAD,,,,0,
737,Female,Hispanic,33,Yale University,3.6,Computer Engineering,University of Pennsylvania,3.7,Electrical Engineering,Varsity Volleyball,Varsity Women's Track & Field,Aviation Club,Engineers without Borders,Student Government,Tau Beta Pi,Hacking Club,Experimental Design,Math,Matlab,C++,Simulation,0,
738,Female,Black,33,University of California Los Angeles,3.3,Physics,,,,Varsity Women's Soccer,Sorority,Student Government,ASME,Ultimate Frisbee,Habitat for Humanity,,CAD,Matlab,Communication,Prototyping,,0,
739,Female,White,37,Imperial College London,3.1,Computer Engineering,,,,Varsity Women's Track & Field,Sorority,Rocket Club,ASME,,,,Experimental Design,Math,,,,0,
740,Female,Other,31,University College London,2.9,Mathematics,,,,Varsity Women's Track & Field,Varsity Field Hockey,Robotics Club,Habitat for Humanity,,,,CAD,Simulation,,,,0,
741,Female,Unspecified,27,University of Texas at Austin,3.1,Electrical Engineering,,,,Society of Women Engineers,Varsity Women's Soccer,IEEE,Economics Club,,,,C++,Python,,,,0,
742,Female,Black,31,University of Texas at Austin,3.2,Aerospace Engineering,,,,Society of Women Engineers,Sorority,Robotics Club,Rocket Club,Aviation Club,,,Microsoft Word,ROS,Coding,,,0,
743,Female,Hispanic,28,Cornell University,3.7,Aerospace Engineering,Weizmann Institute of Science,3.5,Mechanical Engineering,Varsity Volleyball,Varsity Field Hockey,ASME,Hacking Club,Robotics Club,Aviation Club,Student Government,Communication,CAD,Simulink,Microsoft Word,Simulation,0,
744,Female,Asian,32,University of Michigan Ann Arbor,2.6,Mathematics,,,,Society of Women Engineers,Varsity Volleyball,Habitat for Humanity,Hacking Club,,,,Robotics,Math,,,,0,
745,Female,Unspecified,39,University College London,3.1,Mathematics,,,,Varsity Field Hockey,Society of Women Engineers,Hacking Club,Economics Club,,,,C++,Prototyping,,,,0,
746,Female,White,22,University of Wisconsin–Madison,3.3,Electrical Engineering,,,,Varsity Women's Soccer,Society of Women Engineers,AIAA,Habitat for Humanity,Economics Club,ASME,,Presenting,LaTeX,Prototyping,Communication,,0,
747,Female,White,27,Duke University,3.5,Mechanical Engineering,,,,Society of Women Engineers,Varsity Women's Track & Field,ASME,Robotics Club,Hacking Club,Tau Beta Pi,,Robotics,LaTeX,Matlab,CAD,,0,
748,Female,Asian,36,Washington University in St. Louis,2.7,Mathematics,,,,Varsity Women's Soccer,Sorority,ASME,Aviation Club,,,,Prototyping,Presenting,,,,0,
749,Female,Unspecified,22,University of California San Francisco,3.3,Mathematics,,,,Society of Women Engineers,Varsity Women's Track & Field,Aviation Club,Robotics Club,Hacking Club,Habitat for Humanity,,C++,Simulation,Python,Prototyping,,0,
750,Male,Asian,26,Imperial College London,3.5,Physics,,,,Fraternity 3,Varsity Men's Track & Field,Ultimate Frisbee,ASME,Rocket Club,Engineers without Borders,,LaTeX,ROS,Presenting,Python,,0,
751,Male,White,54,Washington University in St. Louis,3.1,Physics,,,,Fraternity 3,Varsity Football,Economics Club,AIAA,,,,Robotics,Python,,,,0,
752,Male,White,33,University of Oxford,3.6,Electrical Engineering,Kyoto University,3.7,Aerospace Engineering,Varsity Football,Varsity Hockey,AIAA,Tau Beta Pi,Economics Club,Rocket Club,Electric Vehicles Club,Python,Presenting,Matlab,C++,Simulink,0,
753,Male,Hispanic,49,University of Cambridge,3.5,Computer Engineering,University of Oxford,3.7,Aerospace Engineering,Varsity Hockey,Varsity Football,ASME,AIAA,Aviation Club,Hacking Club,IEEE,Robotics,Microsoft Excel,Simulation,CAD,Communication,0,
754,Male,Black,53,Duke University,2.7,Electrical Engineering,,,,Fraternity 1,Varsity Men's Soccer,Engineers without Borders,AIAA,,,,Simulation,Math,,,,0,
755,Male,Asian,58,University of California San Diego,2.9,Electrical Engineering,,,,Fraternity 2,Varsity Men's Soccer,Habitat for Humanity,Ultimate Frisbee,Electric Vehicles Club,,,Robotics,Simulation,Coding,,,0,
756,Male,Other,26,University of Pennsylvania,3.5,Mechanical Engineering,University of Pennsylvania,3.7,Physics,Fraternity 1,Varsity Hockey,Economics Club,Habitat for Humanity,Ultimate Frisbee,AIAA,Aviation Club,Communication,Math,Microsoft Word,CAD,LaTeX,0,
757,Male,Black,54,University of Illinois at Urbana–Champaign,2.9,Electrical Engineering,,,,Varsity Men's Soccer,Varsity Hockey,Economics Club,Aviation Club,IEEE,,,Prototyping,Experimental Design,Simulink,,,0,
758,Male,Hispanic,45,Hebrew University of Jerusalem,3.5,Aerospace Engineering,,,,Varsity Hockey,Fraternity 2,AIAA,ASME,Ultimate Frisbee,Aviation Club,,Experimental Design,LaTeX,ROS,Python,,0,
759,Male,Asian,29,University of Utah,2.6,Electrical Engineering,,,,Varsity Hockey,Varsity Men's Track & Field,Rocket Club,Electric Vehicles Club,,,,ROS,Coding,,,,0,
760,Male,Asian,52,University of Michigan Ann Arbor,3,Electrical Engineering,,,,Varsity Football,Fraternity 2,IEEE,Engineers without Borders,Electric Vehicles Club,,,Microsoft Excel,Matlab,Presenting,,,0,
761,Male,Other,62,Northwestern University,3,Electrical Engineering,,,,Varsity Hockey,Varsity Men's Track & Field,Electric Vehicles Club,Engineers without Borders,ASME,,,Communication,LaTeX,C++,,,0,
762,Male,Asian,37,Massachusetts Institute of Technology,3.7,Mathematics,University of Pennsylvania,3.5,Mathematics,Varsity Football,Varsity Men's Track & Field,Ultimate Frisbee,Tau Beta Pi,AIAA,ASME,Aviation Club,Communication,Math,Matlab,Simulink,ROS,0,
763,Male,Hispanic,30,University of California Irvine,3,Mechanical Engineering,,,,Fraternity 2,Varsity Hockey,Hacking Club,Habitat for Humanity,,,,LaTeX,Simulink,,,,0,
764,Male,Hispanic,63,Imperial College London,3.1,Mathematics,,,,Fraternity 3,Varsity Men's Soccer,Student Government,IEEE,Electric Vehicles Club,,,Simulation,Coding,Prototyping,,,0,
765,Male,Hispanic,62,University of California San Diego,3,Aerospace Engineering,,,,Varsity Hockey,Fraternity 3,Hacking Club,Robotics Club,ASME,,,Robotics,Coding,Python,,,0,
766,Male,White,36,University of California Santa Barbara,2.8,Electrical Engineering,,,,Fraternity 3,Fraternity 2,AIAA,Aviation Club,,,,Prototyping,LaTeX,,,,0,
767,Male,Asian,27,University of Pennsylvania,3.2,Electrical Engineering,,,,Varsity Football,Fraternity 3,Habitat for Humanity,Hacking Club,AIAA,Engineers without Borders,,Coding,Math,Simulation,Communication,,0,
768,Male,Other,60,Duke University,3.3,Mechanical Engineering,,,,Varsity Men's Soccer,Varsity Football,IEEE,Aviation Club,Hacking Club,Engineers without Borders,,Matlab,Microsoft Excel,Coding,LaTeX,,0,
769,Male,Asian,36,New York University,2.9,Physics,,,,Varsity Hockey,Fraternity 3,Habitat for Humanity,Student Government,Robotics Club,,,Experimental Design,LaTeX,Robotics,,,0,
770,Male,White,36,Columbia University,3.6,Mathematics,University of Cambridge,3.7,Electrical Engineering,Fraternity 1,Varsity Football,Engineers without Borders,Robotics Club,Tau Beta Pi,Rocket Club,AIAA,Simulink,CAD,Python,Coding,Experimental Design,0,
771,Male,Hispanic,46,University College London,2.8,Aerospace Engineering,,,,Varsity Men's Track & Field,Fraternity 2,Habitat for Humanity,Aviation Club,,,,Experimental Design,Coding,,,,0,
772,Male,White,55,University of California Santa Barbara,2.7,Computer Engineering,,,,Varsity Football,Varsity Men's Soccer,Student Government,Electric Vehicles Club,,,,Python,Communication,,,,0,
773,Male,White,26,McGill University,3,Electrical Engineering,,,,Varsity Hockey,Varsity Men's Soccer,AIAA,Habitat for Humanity,,,,Coding,Microsoft Excel,,,,0,
774,Male,Hispanic,25,University of North Carolina at Chapel Hill,2.8,Computer Engineering,,,,Varsity Men's Soccer,Varsity Men's Track & Field,Engineers without Borders,Student Government,,,,Math,Simulink,,,,0,
775,Male,Hispanic,46,University of Illinois at Urbana–Champaign,3.1,Mechanical Engineering,,,,Varsity Hockey,Fraternity 3,Student Government,Tau Beta Pi,,,,Python,C++,,,,0,
776,Male,Unspecified,52,Johns Hopkins University,3.5,Computer Engineering,,,,Varsity Football,Varsity Men's Soccer,Ultimate Frisbee,Aviation Club,AIAA,Tau Beta Pi,,C++,CAD,Simulation,ROS,,0,
777,Male,Black,29,University of Texas at Austin,2.7,Physics,,,,Varsity Football,Varsity Men's Track & Field,IEEE,Tau Beta Pi,,,,CAD,Microsoft Word,,,,0,
778,Male,Other,62,University of California San Diego,2.7,Mathematics,,,,Varsity Hockey,Varsity Football,Robotics Club,Habitat for Humanity,,,,Experimental Design,Math,,,,0,
779,Male,Unspecified,63,University of Washington - Seattle,2.9,Electrical Engineering,,,,Fraternity 1,Varsity Men's Track & Field,Tau Beta Pi,Engineers without Borders,Economics Club,,,ROS,Experimental Design,Math,,,0,
780,Male,Unspecified,54,Duke University,3.4,Aerospace Engineering,,,,Varsity Football,Varsity Men's Track & Field,Economics Club,Engineers without Borders,Habitat for Humanity,IEEE,,Prototyping,Coding,CAD,Presenting,,0,
781,Male,Black,43,Purdue University West Lafayette,3,Physics,,,,Fraternity 3,Varsity Football,Aviation Club,Tau Beta Pi,,,,Presenting,Simulink,,,,0,
782,Male,Unspecified,53,University of Washington - Seattle,3,Physics,,,,Varsity Men's Soccer,Fraternity 1,Rocket Club,Economics Club,IEEE,,,CAD,Simulation,Math,,,0,
783,Male,White,32,University of Washington - Seattle,3.3,Computer Engineering,,,,Fraternity 1,Varsity Hockey,Tau Beta Pi,Habitat for Humanity,AIAA,,,Math,Microsoft Word,Communication,,,0,
784,Male,Unspecified,60,Rockefeller University,3.1,Mathematics,,,,Fraternity 3,Varsity Hockey,IEEE,Aviation Club,Student Government,,,Robotics,Coding,Communication,,,0,
785,Male,Black,24,University of California San Diego,3,Physics,,,,Varsity Men's Soccer,Varsity Hockey,IEEE,ASME,Engineers without Borders,,,Microsoft Word,ROS,Math,,,0,
786,Male,Asian,34,Washington University in St. Louis,3.1,Computer Engineering,,,,Varsity Men's Track & Field,Varsity Men's Soccer,Rocket Club,Engineers without Borders,Habitat for Humanity,,,Math,Python,Matlab,,,0,
787,Male,Other,35,University of Wisconsin–Madison,3.4,Electrical Engineering,,,,Fraternity 1,Varsity Men's Track & Field,Rocket Club,Aviation Club,Hacking Club,AIAA,,ROS,C++,Simulation,Math,,0,
788,Male,Asian,37,Cornell University,3.7,Computer Engineering,University of Tokyo,3.5,Computer Engineering,Fraternity 2,Varsity Football,ASME,Student Government,Aviation Club,Economics Club,Rocket Club,Robotics,Presenting,Math,Simulink,Microsoft Excel,0,
789,Male,Asian,49,University of Chicago,3.7,Computer Engineering,Johns Hopkins University,3.7,Aerospace Engineering,Fraternity 2,Fraternity 1,IEEE,Engineers without Borders,Tau Beta Pi,Ultimate Frisbee,ASME,Microsoft Word,Communication,Matlab,CAD,Simulink,0,
790,Male,Asian,43,Yale University,3.7,Computer Engineering,California Institute of Technology,3.6,Physics,Fraternity 3,Varsity Hockey,Habitat for Humanity,Hacking Club,Robotics Club,ASME,AIAA,Python,C++,Prototyping,Coding,LaTeX,0,
791,Male,Black,41,Weizmann Institute of Science,3.5,Aerospace Engineering,,,,Fraternity 2,Fraternity 1,Electric Vehicles Club,ASME,Engineers without Borders,AIAA,,Simulation,Experimental Design,Robotics,Math,,0,
792,Male,Black,31,Swiss Federal Institute of Technology in Zurich,3.2,Mechanical Engineering,,,,Fraternity 2,Varsity Hockey,Tau Beta Pi,Student Government,Habitat for Humanity,Engineers without Borders,,Math,ROS,Microsoft Word,Microsoft Excel,,0,
793,Male,Asian,61,University of Pennsylvania,3.3,Mathematics,,,,Fraternity 1,Varsity Football,AIAA,Student Government,Tau Beta Pi,Robotics Club,,Presenting,Simulink,LaTeX,Experimental Design,,0,
794,Male,Black,55,Columbia University,3.6,Mechanical Engineering,University of California Los Angeles,3.6,Computer Engineering,Fraternity 1,Varsity Hockey,Aviation Club,ASME,Rocket Club,Student Government,IEEE,ROS,LaTeX,Prototyping,Math,Simulink,0,
795,Male,Hispanic,27,University of California San Diego,2.9,Computer Engineering,,,,Varsity Men's Soccer,Fraternity 2,Engineers without Borders,Electric Vehicles Club,Economics Club,,,Coding,LaTeX,Microsoft Excel,,,0,
796,Male,Asian,61,Imperial College London,3.2,Mathematics,,,,Varsity Men's Track & Field,Fraternity 1,Robotics Club,Economics Club,Aviation Club,ASME,,Communication,CAD,Microsoft Word,C++,,0,
797,Male,Hispanic,32,University of California Berkeley,3.6,Electrical Engineering,University of Tokyo,3.6,Computer Engineering,Varsity Men's Soccer,Fraternity 1,Aviation Club,Habitat for Humanity,Hacking Club,Robotics Club,AIAA,Presenting,Simulink,Prototyping,ROS,Robotics,0,
798,Male,Hispanic,25,University of Texas at Austin,3,Computer Engineering,,,,Varsity Football,Fraternity 2,Tau Beta Pi,IEEE,,,,Prototyping,Math,,,,0,
799,Male,White,38,Imperial College London,3.1,Aerospace Engineering,,,,Varsity Men's Track & Field,Fraternity 1,Aviation Club,Tau Beta Pi,Ultimate Frisbee,,,Robotics,Communication,Math,,,0,
800,Male,Unspecified,42,Weizmann Institute of Science,3.2,Aerospace Engineering,,,,Varsity Hockey,Varsity Men's Track & Field,Electric Vehicles Club,Economics Club,Tau Beta Pi,Robotics Club,,Python,Simulink,Prototyping,Experimental Design,,0,
801,Male,Asian,64,University of Texas Southwestern Medical Center,3.2,Physics,,,,Varsity Men's Soccer,Varsity Men's Track & Field,IEEE,Hacking Club,Robotics Club,Electric Vehicles Club,,Coding,CAD,Simulation,C++,,0,
802,Male,Black,25,Hebrew University of Jerusalem,3.3,Physics,,,,Varsity Men's Track & Field,Varsity Hockey,Hacking Club,Habitat for Humanity,Economics Club,,,Simulation,Python,Microsoft Word,,,0,
803,Male,Hispanic,47,University of California Berkeley,3.7,Mechanical Engineering,Kyoto University,3.7,Aerospace Engineering,Fraternity 1,Fraternity 3,Rocket Club,Habitat for Humanity,IEEE,AIAA,ASME,Prototyping,C++,Simulation,Experimental Design,ROS,0,
804,Male,Unspecified,57,Swiss Federal Institute of Technology in Zurich,3.3,Mathematics,,,,Varsity Men's Soccer,Fraternity 1,Aviation Club,Habitat for Humanity,Ultimate Frisbee,Tau Beta Pi,,Matlab,Robotics,Simulink,Math,,0,
805,Male,Unspecified,47,University of California Berkeley,3.5,Mathematics,Massachusetts Institute of Technology,3.5,Electrical Engineering,Fraternity 2,Varsity Hockey,Robotics Club,IEEE,ASME,Aviation Club,Hacking Club,Coding,Robotics,Communication,Presenting,Matlab,0,
806,Male,Asian,60,California Institute of Technology,3.6,Mechanical Engineering,Swiss Federal Institute of Technology in Zurich,3.6,Physics,Varsity Men's Track & Field,Fraternity 3,ASME,Economics Club,Habitat for Humanity,Ultimate Frisbee,Electric Vehicles Club,Robotics,Prototyping,C++,Presenting,Simulink,0,
807,Male,Hispanic,57,University of Illinois at Urbana–Champaign,3.5,Aerospace Engineering,,,,Fraternity 2,Varsity Football,Economics Club,Aviation Club,Rocket Club,Tau Beta Pi,,Robotics,Coding,Python,Matlab,,0,
808,Male,Black,42,Imperial College London,3,Aerospace Engineering,,,,Fraternity 3,Varsity Hockey,Electric Vehicles Club,Ultimate Frisbee,ASME,,,Experimental Design,Microsoft Excel,Prototyping,,,0,
809,Male,Asian,52,University of Tokyo,3.4,Computer Engineering,,,,Fraternity 1,Varsity Hockey,Electric Vehicles Club,Ultimate Frisbee,ASME,Rocket Club,,Simulation,Coding,Math,ROS,,0,
810,Male,Asian,57,Duke University,3,Aerospace Engineering,,,,Varsity Hockey,Fraternity 3,Hacking Club,Habitat for Humanity,Ultimate Frisbee,,,Simulation,CAD,Coding,,,0,
811,Male,Other,53,Imperial College London,2.9,Electrical Engineering,,,,Fraternity 2,Fraternity 3,Ultimate Frisbee,Electric Vehicles Club,AIAA,,,Math,Simulation,Python,,,0,
812,Male,White,33,University of Michigan Ann Arbor,3.2,Electrical Engineering,,,,Varsity Football,Fraternity 1,Ultimate Frisbee,Tau Beta Pi,AIAA,,,Prototyping,Matlab,C++,,,0,
813,Male,Other,36,University of Texas at Austin,3,Physics,,,,Fraternity 3,Varsity Hockey,Ultimate Frisbee,Student Government,Rocket Club,,,Microsoft Word,Experimental Design,Coding,,,0,
814,Male,White,44,University of Wisconsin–Madison,3.4,Computer Engineering,,,,Varsity Hockey,Fraternity 2,Hacking Club,IEEE,Electric Vehicles Club,Robotics Club,,CAD,Coding,Prototyping,Matlab,,0,
815,Male,Asian,45,University of Toronto,3.2,Electrical Engineering,,,,Varsity Football,Varsity Hockey,ASME,Economics Club,Robotics Club,,,Math,Matlab,Python,,,0,
816,Male,Hispanic,43,University of Utah,2.9,Physics,,,,Varsity Men's Soccer,Fraternity 2,Aviation Club,Hacking Club,,,,Robotics,Microsoft Word,,,,0,
817,Male,Asian,33,University of Tokyo,3.4,Electrical Engineering,,,,Varsity Hockey,Fraternity 1,Habitat for Humanity,ASME,Engineers without Borders,Hacking Club,,Experimental Design,CAD,Prototyping,Math,,0,
818,Male,Unspecified,62,Hebrew University of Jerusalem,3.2,Computer Engineering,,,,Fraternity 3,Fraternity 1,Robotics Club,Habitat for Humanity,AIAA,,,Experimental Design,Simulink,Microsoft Excel,,,0,
819,Male,Asian,23,University of California Los Angeles,3.2,Physics,,,,Varsity Men's Soccer,Fraternity 2,Student Government,Ultimate Frisbee,AIAA,ASME,,Coding,Simulation,ROS,Communication,,0,
820,Male,Unspecified,59,Washington University in St. Louis,2.9,Aerospace Engineering,,,,Varsity Hockey,Varsity Men's Track & Field,Ultimate Frisbee,Electric Vehicles Club,Habitat for Humanity,,,Math,ROS,Experimental Design,,,0,
821,Male,Hispanic,58,Duke University,3.5,Aerospace Engineering,,,,Varsity Men's Soccer,Varsity Football,Aviation Club,Student Government,Electric Vehicles Club,Habitat for Humanity,,Robotics,Prototyping,Communication,Coding,,0,
822,Male,Hispanic,54,Johns Hopkins University,3.7,Aerospace Engineering,University of Oxford,3.6,Computer Engineering,Varsity Football,Varsity Men's Track & Field,Student Government,Habitat for Humanity,Ultimate Frisbee,AIAA,Aviation Club,Simulation,Coding,Math,Experimental Design,CAD,0,
823,Male,Other,51,Stanford University,3.7,Computer Engineering,University of California Los Angeles,3.6,Electrical Engineering,Fraternity 1,Fraternity 2,Robotics Club,Electric Vehicles Club,IEEE,ASME,Hacking Club,Prototyping,Presenting,Robotics,Microsoft Excel,Communication,0,
824,Male,Unspecified,34,Imperial College London,3.3,Mechanical Engineering,,,,Fraternity 2,Varsity Hockey,Rocket Club,Robotics Club,Engineers without Borders,Economics Club,,Experimental Design,Simulation,Communication,Microsoft Word,,0,
825,Male,Asian,48,University of Michigan Ann Arbor,2.8,Aerospace Engineering,,,,Varsity Men's Track & Field,Fraternity 3,Economics Club,Tau Beta Pi,,,,Matlab,Coding,,,,0,
826,Male,Unspecified,40,Stanford University,3.6,Mathematics,University of Tokyo,3.6,Aerospace Engineering,Varsity Men's Track & Field,Fraternity 1,Robotics Club,Tau Beta Pi,AIAA,Habitat for Humanity,Aviation Club,Microsoft Excel,C++,Prototyping,Robotics,Simulink,0,
827,Male,Black,32,University of Southern California,2.6,Electrical Engineering,,,,Fraternity 2,Varsity Men's Track & Field,Student Government,Habitat for Humanity,,,,LaTeX,CAD,,,,0,
828,Male,Black,56,Johns Hopkins University,3.6,Aerospace Engineering,Columbia University,3.5,Electrical Engineering,Varsity Football,Varsity Men's Track & Field,ASME,Electric Vehicles Club,IEEE,Economics Club,Habitat for Humanity,Experimental Design,Coding,Simulation,Communication,ROS,0,
829,Male,Black,24,University of North Carolina at Chapel Hill,3,Physics,,,,Varsity Hockey,Fraternity 2,Tau Beta Pi,Habitat for Humanity,Rocket Club,,,Communication,Simulink,Prototyping,,,0,
830,Male,Other,35,University of Colorado Boulder,2.9,Mechanical Engineering,,,,Varsity Football,Varsity Men's Soccer,Aviation Club,Engineers without Borders,,,,Microsoft Word,Experimental Design,,,,0,
831,Male,Unspecified,40,University of Oxford,3.5,Electrical Engineering,University of Chicago,3.5,Mathematics,Varsity Football,Varsity Hockey,IEEE,Aviation Club,Hacking Club,AIAA,ASME,C++,Python,Robotics,Communication,Experimental Design,0,
832,Male,Unspecified,49,Weizmann Institute of Science,3.5,Physics,Swiss Federal Institute of Technology in Zurich,3.6,Mechanical Engineering,Varsity Men's Soccer,Fraternity 2,Habitat for Humanity,Engineers without Borders,Economics Club,Ultimate Frisbee,ASME,Python,Communication,CAD,ROS,LaTeX,0,
833,Male,Unspecified,58,Duke University,3.4,Electrical Engineering,,,,Varsity Hockey,Varsity Men's Track & Field,Habitat for Humanity,Economics Club,Rocket Club,Electric Vehicles Club,,C++,Python,Prototyping,Microsoft Word,,0,
834,Male,Unspecified,49,Osaka University,2.9,Mathematics,,,,Varsity Hockey,Fraternity 1,Aviation Club,AIAA,Student Government,,,ROS,Robotics,Math,,,0,
835,Male,Black,45,University of Wisconsin–Madison,3,Physics,,,,Varsity Men's Track & Field,Fraternity 3,IEEE,Ultimate Frisbee,ASME,,,Coding,Prototyping,Microsoft Word,,,0,
836,Male,Other,30,University of California San Francisco,3,Aerospace Engineering,,,,Varsity Men's Soccer,Fraternity 3,Robotics Club,Hacking Club,AIAA,,,ROS,LaTeX,Prototyping,,,0,
837,Male,Hispanic,41,Rockefeller University,3.3,Computer Engineering,,,,Varsity Men's Track & Field,Varsity Hockey,Economics Club,Rocket Club,Engineers without Borders,Ultimate Frisbee,,Simulink,Matlab,Microsoft Word,C++,,0,
838,Male,White,27,University of Tokyo,3.7,Physics,Yale University,3.7,Mathematics,Fraternity 2,Fraternity 3,ASME,Electric Vehicles Club,Engineers without Borders,Robotics Club,Habitat for Humanity,Matlab,CAD,ROS,Simulation,Microsoft Excel,0,
839,Male,White,23,Princeton University,3.7,Mechanical Engineering,University of Cambridge,3.5,Mathematics,Varsity Hockey,Fraternity 3,Aviation Club,Rocket Club,IEEE,Hacking Club,Student Government,C++,LaTeX,Microsoft Word,ROS,Simulation,0,
840,Male,Unspecified,24,University of Illinois at Urbana–Champaign,3.2,Mathematics,,,,Varsity Men's Track & Field,Fraternity 2,Rocket Club,Habitat for Humanity,AIAA,,,Matlab,Math,Experimental Design,,,0,
841,Male,Hispanic,39,New York University,3.5,Computer Engineering,,,,Varsity Football,Varsity Men's Soccer,Student Government,Ultimate Frisbee,ASME,IEEE,,Robotics,Microsoft Word,LaTeX,Simulation,,0,
842,Male,Hispanic,38,California Institute of Technology,3.7,Mechanical Engineering,University of Chicago,3.6,Aerospace Engineering,Varsity Men's Track & Field,Varsity Hockey,Habitat for Humanity,IEEE,Engineers without Borders,Tau Beta Pi,AIAA,Microsoft Word,CAD,C++,LaTeX,Robotics,0,
843,Male,White,59,Harvard University,3.7,Aerospace Engineering,Cornell University,3.7,Physics,Fraternity 3,Varsity Men's Soccer,Tau Beta Pi,Engineers without Borders,Robotics Club,Electric Vehicles Club,Aviation Club,Matlab,Microsoft Excel,Simulink,Prototyping,Robotics,0,
844,Male,Other,24,McGill University,3,Electrical Engineering,,,,Fraternity 2,Varsity Football,Ultimate Frisbee,AIAA,,,,ROS,Coding,,,,0,
845,Male,Black,34,Washington University in St. Louis,2.9,Mechanical Engineering,,,,Fraternity 1,Varsity Hockey,Habitat for Humanity,Economics Club,AIAA,,,Presenting,Simulation,C++,,,0,
846,Male,Asian,62,University of Cambridge,3.5,Mathematics,University of Cambridge,3.5,Computer Engineering,Varsity Men's Track & Field,Fraternity 3,Hacking Club,Tau Beta Pi,Habitat for Humanity,Rocket Club,IEEE,ROS,LaTeX,Presenting,Microsoft Word,CAD,0,
847,Male,White,61,University of Texas at Austin,3,Physics,,,,Varsity Men's Track & Field,Varsity Hockey,Ultimate Frisbee,Tau Beta Pi,Robotics Club,,,Simulink,CAD,Robotics,,,0,
848,Male,White,34,University of Illinois at Urbana–Champaign,3.4,Computer Engineering,,,,Fraternity 1,Varsity Men's Soccer,Rocket Club,ASME,Hacking Club,Student Government,,Math,Microsoft Excel,Simulink,Microsoft Word,,0,
849,Male,Unspecified,29,University of Toronto,3.3,Physics,,,,Fraternity 2,Fraternity 1,Economics Club,Rocket Club,IEEE,,,Presenting,Simulink,CAD,,,0,
