Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
3878,Male,Asian,47,University of California Berkeley,3.5,Physics,,,,Varsity Football,Varsity Men's Soccer,Hacking Club,Engineers without Borders,Ultimate Frisbee,Rocket Club,,Python,Experimental Design,CAD,Prototyping,,0,
3879,Male,White,31,Swiss Federal Institute of Technology in Zurich,3.2,Aerospace Engineering,,,,Fraternity 2,Varsity Men's Track & Field,ASME,Rocket Club,Student Government,Ultimate Frisbee,,LaTeX,Communication,Python,Matlab,,0,
3880,Male,Other,57,University of Oxford,3.5,Computer Engineering,Cornell University,3.7,Electrical Engineering,Fraternity 1,Fraternity 2,AIAA,Rocket Club,IEEE,Ultimate Frisbee,Aviation Club,Experimental Design,Python,Microsoft Excel,ROS,Microsoft Word,0,
3881,Male,Other,39,University of California Berkeley,3.5,Physics,Stanford University,3.7,Physics,Varsity Men's Soccer,Fraternity 1,AIAA,IEEE,Tau Beta Pi,Rocket Club,Economics Club,Robotics,Experimental Design,LaTeX,Communication,ROS,0,
3882,Male,Other,29,University of Paris-Sud,3.1,Electrical Engineering,,,,Fraternity 1,Varsity Men's Track & Field,Tau Beta Pi,Robotics Club,,,,Coding,Communication,,,,0,
3883,Male,White,36,Washington University in St. Louis,3,Physics,,,,Fraternity 3,Varsity Hockey,AIAA,Rocket Club,,,,Prototyping,Python,,,,0,
3884,Male,Unspecified,36,Imperial College London,3.2,Electrical Engineering,,,,Varsity Men's Soccer,Fraternity 1,ASME,Electric Vehicles Club,Aviation Club,,,Python,Prototyping,ROS,,,0,
3885,Male,White,37,University of Washington - Seattle,3,Aerospace Engineering,,,,Fraternity 3,Varsity Men's Soccer,Electric Vehicles Club,Aviation Club,Engineers without Borders,,,Python,Matlab,C++,,,0,
3886,Male,Asian,60,University of Texas Southwestern Medical Center,2.9,Electrical Engineering,,,,Varsity Football,Fraternity 1,ASME,Robotics Club,Aviation Club,,,Presenting,ROS,Communication,,,0,
3887,Male,Black,30,University of Toronto,2.9,Aerospace Engineering,,,,Fraternity 3,Varsity Football,AIAA,Engineers without Borders,Student Government,,,ROS,CAD,LaTeX,,,0,
3888,Male,Hispanic,34,University of Pennsylvania,3.6,Electrical Engineering,University of California Los Angeles,3.7,Aerospace Engineering,Fraternity 3,Varsity Men's Soccer,Rocket Club,Aviation Club,Hacking Club,IEEE,Robotics Club,C++,LaTeX,CAD,Experimental Design,Python,0,
3889,Male,White,37,University of California Davis,2.9,Physics,,,,Fraternity 1,Fraternity 3,Electric Vehicles Club,AIAA,,,,Prototyping,ROS,,,,0,
3890,Male,Black,27,University of Michigan Ann Arbor,3.1,Aerospace Engineering,,,,Varsity Men's Soccer,Fraternity 2,Student Government,Habitat for Humanity,Tau Beta Pi,,,Math,C++,Matlab,,,0,
3891,Male,Other,58,Duke University,3.1,Physics,,,,Fraternity 3,Varsity Men's Soccer,Robotics Club,Habitat for Humanity,Electric Vehicles Club,,,Microsoft Word,Python,Robotics,,,0,
3892,Male,Hispanic,40,University of Texas at Austin,2.9,Mechanical Engineering,,,,Fraternity 2,Varsity Hockey,Rocket Club,Robotics Club,Electric Vehicles Club,,,Prototyping,Math,Microsoft Excel,,,0,
3893,Male,Other,64,California Institute of Technology,3.5,Aerospace Engineering,Swiss Federal Institute of Technology in Zurich,3.7,Mechanical Engineering,Fraternity 2,Fraternity 3,AIAA,IEEE,ASME,Electric Vehicles Club,Tau Beta Pi,CAD,Math,Simulation,LaTeX,C++,0,
3894,Male,Hispanic,39,University of California Berkeley,3.2,Physics,,,,Fraternity 3,Fraternity 2,Rocket Club,Aviation Club,IEEE,ASME,,Microsoft Excel,LaTeX,Math,Simulink,,0,
3895,Male,Black,33,University of Colorado Boulder,3,Electrical Engineering,,,,Varsity Men's Soccer,Fraternity 3,Tau Beta Pi,Hacking Club,,,,Simulink,Robotics,,,,0,
3896,Male,Other,37,Duke University,3.4,Computer Engineering,,,,Varsity Hockey,Varsity Football,Robotics Club,Hacking Club,ASME,Tau Beta Pi,,Communication,Microsoft Excel,Prototyping,LaTeX,,0,
3897,Male,Unspecified,63,Osaka University,3.2,Aerospace Engineering,,,,Fraternity 2,Varsity Men's Track & Field,AIAA,IEEE,Aviation Club,,,Matlab,Microsoft Word,Communication,,,0,
3898,Male,Other,39,University of California Berkeley,3.7,Computer Engineering,Cornell University,3.7,Mechanical Engineering,Fraternity 2,Varsity Hockey,Hacking Club,Electric Vehicles Club,Rocket Club,Aviation Club,Tau Beta Pi,CAD,Experimental Design,Python,LaTeX,Simulation,0,
3899,Male,White,43,University of Wisconsin–Madison,3,Computer Engineering,,,,Fraternity 1,Varsity Men's Soccer,Rocket Club,Economics Club,ASME,,,LaTeX,Communication,Prototyping,,,0,
3900,Male,White,27,Swiss Federal Institute of Technology in Zurich,3.5,Mechanical Engineering,Weizmann Institute of Science,3.6,Mechanical Engineering,Varsity Men's Soccer,Varsity Men's Track & Field,IEEE,Student Government,Electric Vehicles Club,Rocket Club,Tau Beta Pi,LaTeX,CAD,Prototyping,Simulink,Simulation,0,
3901,Male,Black,48,Hebrew University of Jerusalem,3.2,Electrical Engineering,,,,Fraternity 3,Varsity Hockey,Habitat for Humanity,Robotics Club,ASME,,,Microsoft Word,CAD,Prototyping,,,0,
3902,Male,White,35,New York University,3.1,Aerospace Engineering,,,,Varsity Men's Track & Field,Varsity Hockey,Economics Club,Ultimate Frisbee,,,,Microsoft Word,Prototyping,,,,0,
3903,Male,Unspecified,59,Duke University,3.4,Electrical Engineering,,,,Varsity Football,Fraternity 2,Habitat for Humanity,Ultimate Frisbee,Tau Beta Pi,IEEE,,Microsoft Excel,Matlab,Experimental Design,Simulation,,0,
3904,Male,White,56,Princeton University,3.5,Physics,Weizmann Institute of Science,3.7,Electrical Engineering,Varsity Men's Track & Field,Fraternity 1,Electric Vehicles Club,Economics Club,Ultimate Frisbee,Robotics Club,Rocket Club,Robotics,Matlab,Microsoft Word,Experimental Design,CAD,0,
3905,Male,Unspecified,42,University of California Los Angeles,3.2,Aerospace Engineering,,,,Varsity Men's Soccer,Fraternity 2,Rocket Club,Robotics Club,Habitat for Humanity,Hacking Club,,Simulation,Prototyping,CAD,Simulink,,0,
3906,Male,Unspecified,38,University College London,3,Physics,,,,Varsity Men's Soccer,Varsity Football,Hacking Club,Rocket Club,Robotics Club,,,Robotics,C++,Presenting,,,0,
3907,Male,Other,30,University of Michigan Ann Arbor,3.1,Mathematics,,,,Fraternity 3,Varsity Football,Habitat for Humanity,Economics Club,Student Government,,,Experimental Design,Coding,Simulation,,,0,
3908,Male,Unspecified,25,Johns Hopkins University,3.7,Aerospace Engineering,Harvard University,3.6,Physics,Varsity Football,Fraternity 2,Aviation Club,Economics Club,Engineers without Borders,ASME,Rocket Club,LaTeX,Microsoft Excel,Microsoft Word,Prototyping,ROS,0,
3909,Male,Other,23,University of Paris-Sud,2.8,Computer Engineering,,,,Varsity Men's Track & Field,Fraternity 2,Student Government,Engineers without Borders,,,,Presenting,LaTeX,,,,0,
3910,Male,Asian,34,University of Illinois at Urbana–Champaign,3.2,Computer Engineering,,,,Fraternity 3,Varsity Men's Track & Field,Electric Vehicles Club,Tau Beta Pi,Economics Club,,,Communication,Presenting,Robotics,,,0,
3911,Male,Black,54,Kyoto University,3.5,Computer Engineering,Columbia University,3.5,Aerospace Engineering,Fraternity 2,Varsity Hockey,Rocket Club,AIAA,Aviation Club,Engineers without Borders,Student Government,Communication,Simulink,Simulation,Matlab,LaTeX,0,
3912,Male,White,56,Cornell University,3.6,Computer Engineering,Swiss Federal Institute of Technology in Zurich,3.6,Electrical Engineering,Varsity Football,Varsity Hockey,Engineers without Borders,Habitat for Humanity,IEEE,Ultimate Frisbee,Electric Vehicles Club,Coding,Simulink,ROS,CAD,Matlab,0,
3913,Male,White,28,University of California San Francisco,2.8,Mechanical Engineering,,,,Varsity Football,Fraternity 1,Engineers without Borders,Robotics Club,,,,Simulation,Microsoft Excel,,,,0,
3914,Male,Other,31,University of Texas Southwestern Medical Center,3.5,Mechanical Engineering,,,,Varsity Hockey,Varsity Football,AIAA,Student Government,Rocket Club,Hacking Club,,Simulink,Microsoft Word,Robotics,C++,,0,
3915,Male,Asian,46,University of California San Francisco,3.3,Mechanical Engineering,,,,Fraternity 2,Varsity Hockey,Habitat for Humanity,Engineers without Borders,Electric Vehicles Club,,,LaTeX,Communication,C++,,,0,
3916,Male,Black,25,Cornell University,3.3,Mechanical Engineering,,,,Varsity Men's Track & Field,Fraternity 2,Habitat for Humanity,AIAA,Tau Beta Pi,Rocket Club,,C++,Python,Prototyping,Presenting,,0,
3917,Male,Asian,37,Purdue University West Lafayette,2.8,Physics,,,,Varsity Men's Soccer,Varsity Men's Track & Field,Engineers without Borders,Ultimate Frisbee,,,,C++,Microsoft Word,,,,0,
3918,Male,Asian,23,Kyoto University,3.5,Mathematics,Massachusetts Institute of Technology,3.6,Aerospace Engineering,Varsity Football,Fraternity 3,Student Government,Economics Club,Hacking Club,AIAA,Aviation Club,Microsoft Excel,ROS,Communication,C++,Matlab,0,
3919,Male,Black,28,Northwestern University,2.9,Electrical Engineering,,,,Varsity Men's Track & Field,Varsity Men's Soccer,Habitat for Humanity,Ultimate Frisbee,Student Government,,,Presenting,C++,Prototyping,,,0,
3920,Male,Black,53,Stanford University,3.7,Computer Engineering,University of Chicago,3.5,Mathematics,Fraternity 3,Fraternity 2,Tau Beta Pi,Robotics Club,Student Government,Aviation Club,Habitat for Humanity,Math,Python,LaTeX,Robotics,CAD,0,
3921,Male,Hispanic,61,University of Toronto,2.9,Mathematics,,,,Varsity Hockey,Varsity Men's Track & Field,Hacking Club,ASME,,,,Matlab,ROS,,,,0,
3922,Male,Hispanic,60,University of North Carolina at Chapel Hill,2.6,Mechanical Engineering,,,,Varsity Football,Fraternity 1,ASME,Tau Beta Pi,,,,LaTeX,CAD,,,,0,
3923,Male,Hispanic,62,University of Oxford,3.6,Mechanical Engineering,Johns Hopkins University,3.7,Aerospace Engineering,Fraternity 2,Varsity Hockey,AIAA,IEEE,Student Government,Habitat for Humanity,Tau Beta Pi,LaTeX,C++,Coding,CAD,Experimental Design,0,
3924,Male,Black,26,Johns Hopkins University,3.5,Mechanical Engineering,University of Tokyo,3.7,Electrical Engineering,Fraternity 3,Fraternity 1,AIAA,Student Government,Tau Beta Pi,Hacking Club,Electric Vehicles Club,Communication,Prototyping,Simulation,Coding,Python,0,
3925,Male,Hispanic,44,University of Illinois at Urbana–Champaign,3.1,Mechanical Engineering,,,,Fraternity 3,Varsity Hockey,Electric Vehicles Club,Student Government,,,,Simulation,C++,,,,0,
3926,Male,Hispanic,35,University of California Berkeley,3.2,Electrical Engineering,,,,Varsity Men's Soccer,Varsity Men's Track & Field,Hacking Club,Student Government,IEEE,Habitat for Humanity,,Robotics,Microsoft Word,C++,Experimental Design,,0,
3927,Male,Black,33,Hebrew University of Jerusalem,3.3,Physics,,,,Varsity Football,Fraternity 1,Ultimate Frisbee,Engineers without Borders,Hacking Club,Student Government,,Microsoft Excel,Microsoft Word,Prototyping,Presenting,,0,
3928,Male,Other,57,Duke University,3.3,Mathematics,,,,Varsity Men's Soccer,Varsity Men's Track & Field,IEEE,AIAA,Engineers without Borders,Aviation Club,,Microsoft Word,Microsoft Excel,Experimental Design,Communication,,0,
3929,Male,Unspecified,44,University of California Los Angeles,3.5,Aerospace Engineering,,,,Varsity Men's Track & Field,Varsity Hockey,Rocket Club,Engineers without Borders,Habitat for Humanity,Ultimate Frisbee,,Experimental Design,Python,Matlab,Math,,0,
3930,Male,White,55,Duke University,3.2,Mathematics,,,,Varsity Men's Soccer,Varsity Hockey,Ultimate Frisbee,Student Government,Engineers without Borders,ASME,,Simulink,Simulation,Microsoft Word,Matlab,,0,
3931,Male,White,37,Hebrew University of Jerusalem,3,Mathematics,,,,Varsity Men's Track & Field,Fraternity 1,Ultimate Frisbee,Student Government,AIAA,,,Math,ROS,Matlab,,,0,
3932,Male,Unspecified,51,Columbia University,3.7,Electrical Engineering,Massachusetts Institute of Technology,3.5,Physics,Fraternity 1,Varsity Men's Track & Field,AIAA,Tau Beta Pi,Habitat for Humanity,Rocket Club,Economics Club,Simulation,Communication,Presenting,Simulink,Math,0,
3933,Male,Hispanic,39,Washington University in St. Louis,3,Mathematics,,,,Varsity Men's Soccer,Fraternity 3,Aviation Club,Economics Club,Student Government,,,Microsoft Excel,Coding,Presenting,,,0,
3934,Male,White,53,University of California San Francisco,3.5,Aerospace Engineering,,,,Varsity Hockey,Fraternity 3,ASME,AIAA,Rocket Club,Tau Beta Pi,,CAD,Microsoft Word,C++,Experimental Design,,0,
3935,Male,Hispanic,39,Yale University,3.6,Aerospace Engineering,University of California Los Angeles,3.7,Mechanical Engineering,Varsity Men's Track & Field,Fraternity 3,Electric Vehicles Club,Robotics Club,Aviation Club,Student Government,AIAA,LaTeX,Matlab,Robotics,Prototyping,Simulink,0,
3936,Male,White,40,Washington University in St. Louis,3.2,Physics,,,,Fraternity 3,Fraternity 2,Habitat for Humanity,AIAA,Tau Beta Pi,,,Coding,CAD,Simulink,,,0,
3937,Male,Hispanic,29,University of Paris-Sud,3.1,Aerospace Engineering,,,,Varsity Hockey,Varsity Men's Track & Field,Economics Club,Habitat for Humanity,,,,LaTeX,Coding,,,,0,
3938,Male,Asian,61,Imperial College London,3.2,Electrical Engineering,,,,Varsity Men's Soccer,Varsity Hockey,Ultimate Frisbee,IEEE,Electric Vehicles Club,,,Matlab,ROS,CAD,,,0,
3939,Male,Black,36,University of California San Diego,2.9,Computer Engineering,,,,Fraternity 3,Varsity Hockey,Robotics Club,ASME,Engineers without Borders,,,LaTeX,ROS,Microsoft Excel,,,0,
3940,Male,Other,42,University of Chicago,3.7,Electrical Engineering,University of Tokyo,3.6,Physics,Fraternity 3,Varsity Hockey,Habitat for Humanity,Hacking Club,Electric Vehicles Club,Aviation Club,Ultimate Frisbee,CAD,Math,ROS,LaTeX,Robotics,0,
3941,Male,White,41,Duke University,2.7,Computer Engineering,,,,Fraternity 3,Varsity Men's Track & Field,Habitat for Humanity,Ultimate Frisbee,,,,Python,Experimental Design,,,,0,
3942,Male,Other,39,University of California Berkeley,3.7,Computer Engineering,Cornell University,3.6,Mathematics,Varsity Football,Varsity Hockey,Hacking Club,ASME,Economics Club,Ultimate Frisbee,AIAA,Simulink,Python,Experimental Design,Coding,ROS,0,
3943,Male,Asian,55,University of Toronto,3.3,Mathematics,,,,Varsity Hockey,Fraternity 3,Engineers without Borders,Robotics Club,Tau Beta Pi,,,LaTeX,Prototyping,CAD,,,0,
3944,Male,Unspecified,34,University of North Carolina at Chapel Hill,3.3,Electrical Engineering,,,,Varsity Football,Fraternity 1,Robotics Club,Hacking Club,IEEE,,,C++,Presenting,ROS,,,0,
3945,Male,White,63,University of California Irvine,2.9,Mechanical Engineering,,,,Fraternity 2,Varsity Football,Tau Beta Pi,Rocket Club,,,,Coding,C++,,,,0,
3946,Male,White,31,Hebrew University of Jerusalem,2.9,Aerospace Engineering,,,,Fraternity 2,Varsity Hockey,IEEE,Economics Club,,,,Microsoft Word,LaTeX,,,,0,
3947,Male,White,58,University of Wisconsin–Madison,2.7,Electrical Engineering,,,,Varsity Football,Fraternity 1,Electric Vehicles Club,IEEE,,,,C++,Microsoft Excel,,,,0,
3948,Male,Black,56,University of California Los Angeles,3.3,Aerospace Engineering,,,,Varsity Men's Soccer,Fraternity 1,Habitat for Humanity,Aviation Club,Electric Vehicles Club,Hacking Club,,Presenting,Matlab,Simulation,Microsoft Word,,0,
3949,Male,Asian,34,University of California Los Angeles,3.7,Electrical Engineering,Johns Hopkins University,3.7,Mechanical Engineering,Varsity Men's Track & Field,Varsity Football,Engineers without Borders,Rocket Club,Hacking Club,Electric Vehicles Club,Tau Beta Pi,C++,Coding,Presenting,Communication,Python,0,
3950,Male,Hispanic,53,University of Michigan Ann Arbor,2.9,Aerospace Engineering,,,,Fraternity 1,Fraternity 2,Hacking Club,Tau Beta Pi,,,,Coding,Microsoft Word,,,,0,
3951,Male,Hispanic,40,Rockefeller University,3.5,Physics,,,,Varsity Football,Varsity Hockey,IEEE,Electric Vehicles Club,Rocket Club,AIAA,,Simulink,Simulation,CAD,Math,,0,
3952,Male,Unspecified,59,Rockefeller University,3.5,Physics,,,,Varsity Hockey,Fraternity 2,Economics Club,Aviation Club,ASME,AIAA,,Presenting,C++,ROS,Robotics,,0,
3953,Male,White,53,Yale University,3.7,Electrical Engineering,University of Cambridge,3.7,Mechanical Engineering,Varsity Men's Track & Field,Fraternity 1,Ultimate Frisbee,Engineers without Borders,AIAA,Habitat for Humanity,Tau Beta Pi,Prototyping,Communication,Matlab,Simulink,Microsoft Word,0,
3954,Male,Other,46,Rockefeller University,3.3,Computer Engineering,,,,Fraternity 1,Varsity Men's Track & Field,AIAA,Electric Vehicles Club,IEEE,Student Government,,Microsoft Excel,Prototyping,Microsoft Word,C++,,0,
3955,Male,Hispanic,23,Massachusetts Institute of Technology,3.5,Mathematics,Harvard University,3.7,Mathematics,Fraternity 3,Varsity Football,Robotics Club,Hacking Club,Aviation Club,Economics Club,AIAA,ROS,Microsoft Excel,Microsoft Word,Simulation,Simulink,0,
3956,Male,Asian,40,Princeton University,3.6,Mathematics,Harvard University,3.5,Mechanical Engineering,Fraternity 2,Fraternity 1,Hacking Club,Electric Vehicles Club,ASME,Tau Beta Pi,Engineers without Borders,Prototyping,Communication,Experimental Design,Simulink,LaTeX,0,
3957,Male,Unspecified,42,New York University,2.9,Aerospace Engineering,,,,Fraternity 2,Varsity Football,ASME,Ultimate Frisbee,,,,Simulink,LaTeX,,,,0,
3958,Male,Asian,29,University College London,2.9,Physics,,,,Fraternity 2,Varsity Men's Track & Field,IEEE,Economics Club,Electric Vehicles Club,,,Communication,Robotics,Presenting,,,0,
3959,Male,White,41,New York University,3.3,Physics,,,,Varsity Men's Soccer,Fraternity 2,Engineers without Borders,Aviation Club,Ultimate Frisbee,,,Prototyping,Coding,Matlab,,,0,
3960,Male,Other,61,Duke University,3.3,Electrical Engineering,,,,Varsity Men's Track & Field,Fraternity 1,Rocket Club,Aviation Club,Habitat for Humanity,,,Matlab,Presenting,C++,,,0,
3961,Male,Hispanic,24,Rockefeller University,3.4,Electrical Engineering,,,,Varsity Men's Track & Field,Fraternity 3,Electric Vehicles Club,Robotics Club,Aviation Club,Rocket Club,,CAD,Math,Presenting,LaTeX,,0,
3962,Male,Unspecified,56,New York University,3.3,Mathematics,,,,Varsity Football,Varsity Men's Track & Field,ASME,Hacking Club,IEEE,Tau Beta Pi,,ROS,Simulation,Coding,Math,,0,
3963,Male,Hispanic,22,University of California San Diego,3.3,Aerospace Engineering,,,,Fraternity 1,Varsity Men's Track & Field,Rocket Club,Hacking Club,ASME,Engineers without Borders,,ROS,Communication,Presenting,Microsoft Excel,,0,
3964,Male,Other,29,Rockefeller University,3,Computer Engineering,,,,Fraternity 3,Varsity Men's Track & Field,Electric Vehicles Club,Economics Club,Robotics Club,,,Communication,Microsoft Excel,Math,,,0,
3965,Male,Other,34,University of California San Francisco,3.2,Aerospace Engineering,,,,Fraternity 2,Fraternity 1,Electric Vehicles Club,Engineers without Borders,Robotics Club,,,Microsoft Word,C++,Microsoft Excel,,,0,
3966,Male,Asian,37,University of Cambridge,3.7,Computer Engineering,University of Chicago,3.7,Aerospace Engineering,Varsity Men's Soccer,Varsity Football,Tau Beta Pi,AIAA,Ultimate Frisbee,Electric Vehicles Club,Aviation Club,ROS,Experimental Design,Microsoft Excel,Presenting,Prototyping,0,
3967,Male,White,40,University of Paris-Sud,3,Electrical Engineering,,,,Fraternity 1,Fraternity 3,Student Government,IEEE,,,,Experimental Design,CAD,,,,0,
3968,Male,White,62,Duke University,3,Mechanical Engineering,,,,Varsity Men's Soccer,Fraternity 1,AIAA,Ultimate Frisbee,Robotics Club,,,ROS,Simulink,Experimental Design,,,0,
3969,Male,White,35,Stanford University,3.7,Physics,Massachusetts Institute of Technology,3.7,Physics,Varsity Men's Soccer,Varsity Hockey,Tau Beta Pi,Aviation Club,Hacking Club,Electric Vehicles Club,Rocket Club,Microsoft Word,Robotics,Python,ROS,Microsoft Excel,0,
3970,Male,Unspecified,29,Hebrew University of Jerusalem,3.2,Mathematics,,,,Fraternity 3,Fraternity 1,Tau Beta Pi,Habitat for Humanity,Rocket Club,,,ROS,Presenting,LaTeX,,,0,
3971,Male,Other,30,University of Tokyo,3.4,Physics,,,,Varsity Football,Fraternity 1,Engineers without Borders,Rocket Club,Ultimate Frisbee,Electric Vehicles Club,,Python,Robotics,Simulation,Prototyping,,0,
3972,Male,White,49,Cornell University,3.4,Computer Engineering,,,,Varsity Men's Track & Field,Fraternity 3,Student Government,Hacking Club,ASME,Tau Beta Pi,,Simulink,ROS,Matlab,Prototyping,,0,
3973,Male,Other,55,Yale University,3.7,Mathematics,Princeton University,3.6,Mathematics,Fraternity 2,Varsity Men's Track & Field,Ultimate Frisbee,AIAA,Tau Beta Pi,Electric Vehicles Club,Engineers without Borders,Experimental Design,Prototyping,Math,ROS,Robotics,0,
3974,Male,Hispanic,56,Johns Hopkins University,3.5,Mechanical Engineering,,,,Fraternity 3,Varsity Men's Soccer,Economics Club,Rocket Club,Aviation Club,Student Government,,LaTeX,CAD,Python,Simulation,,0,
3975,Male,Asian,64,New York University,2.9,Electrical Engineering,,,,Fraternity 1,Varsity Hockey,Rocket Club,AIAA,Engineers without Borders,,,C++,LaTeX,CAD,,,0,
3976,Male,Other,31,Washington University in St. Louis,2.9,Mathematics,,,,Fraternity 2,Varsity Hockey,ASME,Economics Club,Robotics Club,,,Python,Presenting,Simulation,,,0,
3977,Male,Unspecified,43,Kyoto University,3.4,Mechanical Engineering,,,,Fraternity 1,Varsity Men's Soccer,Habitat for Humanity,Electric Vehicles Club,Hacking Club,Robotics Club,,Matlab,Simulink,Python,ROS,,0,
3978,Male,Other,27,University of California Los Angeles,3.4,Aerospace Engineering,,,,Fraternity 3,Varsity Hockey,IEEE,Robotics Club,Tau Beta Pi,Ultimate Frisbee,,LaTeX,C++,Coding,Python,,0,
3979,Male,Asian,55,Rockefeller University,3.4,Mathematics,,,,Varsity Men's Soccer,Varsity Hockey,Tau Beta Pi,Economics Club,Student Government,ASME,,CAD,Experimental Design,C++,Robotics,,0,
3980,Male,Other,27,California Institute of Technology,3.6,Aerospace Engineering,Columbia University,3.7,Electrical Engineering,Fraternity 3,Varsity Football,Economics Club,Habitat for Humanity,IEEE,Rocket Club,Ultimate Frisbee,Simulation,CAD,Experimental Design,Python,Microsoft Excel,0,
3981,Male,Hispanic,38,University of Tokyo,3.5,Mathematics,Yale University,3.5,Mathematics,Varsity Men's Soccer,Varsity Football,Rocket Club,Hacking Club,Robotics Club,Tau Beta Pi,Engineers without Borders,Microsoft Word,Math,Prototyping,Simulation,Presenting,0,
3982,Male,Hispanic,30,University of California Los Angeles,3.6,Aerospace Engineering,Swiss Federal Institute of Technology in Zurich,3.5,Aerospace Engineering,Varsity Hockey,Fraternity 2,Tau Beta Pi,Electric Vehicles Club,AIAA,Aviation Club,Student Government,Math,Prototyping,Presenting,Simulation,Experimental Design,0,
3983,Male,White,62,University of California Berkeley,3.5,Aerospace Engineering,University of Oxford,3.5,Computer Engineering,Varsity Men's Soccer,Fraternity 2,Hacking Club,Aviation Club,Habitat for Humanity,Robotics Club,AIAA,Microsoft Excel,Python,Microsoft Word,Simulink,Prototyping,0,
3984,Male,White,42,Cornell University,3.6,Computer Engineering,University of Pennsylvania,3.7,Electrical Engineering,Varsity Football,Fraternity 1,Robotics Club,Rocket Club,AIAA,IEEE,Habitat for Humanity,LaTeX,Python,Microsoft Word,CAD,Matlab,0,
3985,Male,Unspecified,33,University of California San Diego,3.1,Physics,,,,Varsity Men's Track & Field,Fraternity 2,Economics Club,ASME,,,,Communication,Python,,,,0,
3986,Male,Unspecified,33,Duke University,2.9,Aerospace Engineering,,,,Fraternity 1,Varsity Men's Track & Field,Habitat for Humanity,Engineers without Borders,Hacking Club,,,Experimental Design,ROS,Math,,,0,
3987,Male,Unspecified,63,University of Texas Southwestern Medical Center,3.2,Physics,,,,Fraternity 2,Varsity Football,Robotics Club,AIAA,Engineers without Borders,,,Communication,Coding,LaTeX,,,0,
3988,Male,White,40,University of Illinois at Urbana–Champaign,2.6,Electrical Engineering,,,,Varsity Football,Varsity Hockey,Student Government,Engineers without Borders,,,,Matlab,Experimental Design,,,,0,
3989,Male,Unspecified,59,Duke University,3.1,Mathematics,,,,Varsity Men's Track & Field,Fraternity 2,Tau Beta Pi,Hacking Club,,,,Simulink,Math,,,,0,
3990,Male,Unspecified,52,University of Paris-Sud,3.1,Electrical Engineering,,,,Fraternity 1,Varsity Hockey,Aviation Club,Robotics Club,,,,Robotics,CAD,,,,0,
3991,Male,White,49,University of California San Diego,3.1,Mechanical Engineering,,,,Varsity Football,Fraternity 3,Hacking Club,Economics Club,Aviation Club,,,Prototyping,Communication,Microsoft Word,,,0,
3992,Male,Hispanic,55,University of Wisconsin–Madison,3.1,Mathematics,,,,Fraternity 2,Varsity Hockey,IEEE,Ultimate Frisbee,ASME,,,C++,LaTeX,ROS,,,0,
3993,Male,Other,27,Stanford University,3.5,Aerospace Engineering,Cornell University,3.6,Computer Engineering,Fraternity 2,Fraternity 1,Aviation Club,Student Government,Tau Beta Pi,Robotics Club,IEEE,Microsoft Word,Microsoft Excel,CAD,Communication,Presenting,0,
3994,Male,Unspecified,33,Massachusetts Institute of Technology,3.6,Aerospace Engineering,Stanford University,3.5,Electrical Engineering,Fraternity 3,Fraternity 2,ASME,AIAA,Ultimate Frisbee,Economics Club,Rocket Club,Matlab,Simulation,Microsoft Excel,CAD,Communication,0,
3995,Male,Asian,31,University of Wisconsin–Madison,3.4,Mathematics,,,,Fraternity 3,Varsity Men's Soccer,Habitat for Humanity,Tau Beta Pi,IEEE,Engineers without Borders,,CAD,C++,Matlab,Microsoft Word,,0,
3996,Male,Hispanic,49,University of California Los Angeles,3.2,Mechanical Engineering,,,,Varsity Men's Soccer,Fraternity 1,Tau Beta Pi,Robotics Club,Electric Vehicles Club,ASME,,Matlab,Microsoft Word,Microsoft Excel,LaTeX,,0,
3997,Male,Unspecified,34,Duke University,3.2,Physics,,,,Varsity Men's Soccer,Fraternity 3,Aviation Club,Engineers without Borders,IEEE,,,Microsoft Excel,C++,Simulation,,,0,
3998,Male,White,48,Northwestern University,2.9,Electrical Engineering,,,,Fraternity 1,Varsity Football,Robotics Club,Ultimate Frisbee,,,,ROS,Simulation,,,,0,
3999,Male,Hispanic,28,Massachusetts Institute of Technology,3.5,Aerospace Engineering,Johns Hopkins University,3.7,Electrical Engineering,Varsity Men's Track & Field,Varsity Men's Soccer,AIAA,Tau Beta Pi,ASME,Economics Club,Engineers without Borders,Matlab,LaTeX,Python,Robotics,Microsoft Excel,0,
4000,Male,White,27,University of Minnesota Twin Cities,3,Mechanical Engineering,,,,Varsity Men's Track & Field,Varsity Hockey,Robotics Club,IEEE,,,,Experimental Design,Microsoft Excel,,,,0,
4001,Male,White,62,Rockefeller University,3.3,Electrical Engineering,,,,Varsity Football,Varsity Hockey,Habitat for Humanity,Engineers without Borders,Rocket Club,Electric Vehicles Club,,C++,Experimental Design,Coding,Microsoft Word,,0,
4002,Male,Unspecified,50,Washington University in St. Louis,2.6,Mathematics,,,,Fraternity 1,Varsity Men's Soccer,Economics Club,Habitat for Humanity,,,,Microsoft Excel,Presenting,,,,0,
