Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
3767,2,5,43,21,3.5,6,21,3.5,6,8,13,19,14,21,27,0,13,14,3,12,0,0
3768,2,4,38,23,3.3,2,23,3.3,2,13,10,22,21,17,24,0,10,14,4,11,0,0
3769,2,1,37,25,3.3,5,25,3.3,5,13,12,19,20,18,0,0,16,2,6,0,0,0
3770,2,2,48,4,3.7,3,4,3.7,3,8,7,15,23,26,22,21,6,11,16,15,5,0
3771,2,4,47,16,3.7,4,16,3.7,4,7,13,17,22,20,16,26,12,16,4,10,6,0
3772,2,5,56,25,3,5,25,3,5,7,12,15,20,0,0,0,16,15,0,0,0,0
3773,2,2,60,38,3.3,4,38,3.3,4,9,8,24,26,18,0,0,15,17,13,0,0,0
3774,2,3,62,20,3.2,4,20,3.2,4,10,13,15,24,21,0,0,1,4,5,0,0,0
3775,2,2,26,40,2.9,3,40,2.9,3,10,8,16,27,0,0,0,16,3,0,0,0,0
3776,2,2,58,24,3.4,1,24,3.4,1,8,11,23,19,24,15,0,16,7,9,4,0,0
3777,2,5,30,35,3,3,35,3,3,11,9,25,16,22,0,0,13,5,11,0,0,0
3778,2,5,25,10,3.5,2,10,3.5,2,13,10,27,15,25,16,18,15,9,2,4,11,0
3779,2,5,57,48,3,6,48,3,6,10,8,17,14,0,0,0,11,2,0,0,0,0
3780,2,4,53,37,3.2,4,37,3.2,4,9,12,19,23,21,0,0,9,15,1,0,0,0
3781,2,0,51,14,3.3,4,14,3.3,4,8,9,26,20,14,24,0,17,7,6,12,0,0
3782,2,5,33,37,3.3,2,37,3.3,2,7,9,18,24,14,0,0,10,15,3,0,0,0
3783,2,3,33,26,3.4,5,26,3.4,5,13,8,26,14,16,21,0,6,13,1,3,0,0
3784,2,2,34,22,3,1,22,3,1,11,8,16,26,14,0,0,2,3,11,0,0,0
3785,2,5,22,26,2.7,2,26,2.7,2,8,13,20,21,0,0,0,7,11,0,0,0,0
3786,2,4,24,28,3.3,6,28,3.3,6,13,9,15,26,21,22,0,10,17,1,2,0,0
3787,2,3,56,45,3.1,1,45,3.1,1,8,10,24,21,0,0,0,5,4,0,0,0,0
3788,2,4,42,22,2.7,2,22,2.7,2,8,9,24,17,0,0,0,13,7,0,0,0,0
3789,2,5,54,28,3.1,1,28,3.1,1,9,7,21,23,19,0,0,4,8,12,0,0,0
3790,2,3,31,1,3.5,3,1,3.5,3,12,7,17,18,22,26,19,3,10,2,14,15,0
3791,2,0,23,13,3.5,2,13,3.5,2,8,10,26,27,24,21,0,3,6,10,11,0,0
3792,2,0,50,11,3.5,6,11,3.5,6,10,9,27,21,16,15,24,12,10,14,3,17,0
3793,2,3,33,28,3.3,2,28,3.3,2,8,12,24,23,27,17,0,12,13,7,16,0,0
3794,2,0,27,23,3.2,2,23,3.2,2,10,8,25,18,17,22,0,4,16,14,9,0,0
3795,2,2,57,39,2.6,4,39,2.6,4,8,7,20,23,0,0,0,14,5,0,0,0,0
3796,2,0,49,45,3.1,6,45,3.1,6,11,12,24,23,0,0,0,7,10,0,0,0,0
3797,2,1,63,28,3.5,5,28,3.5,5,12,13,24,17,14,16,0,16,15,9,14,0,0
3798,2,3,28,18,3.3,5,18,3.3,5,12,11,25,20,27,22,0,6,2,17,5,0,0
3799,2,4,60,36,3.3,5,36,3.3,5,8,10,21,17,23,0,0,5,13,4,0,0,0
3800,2,5,29,14,3.2,6,14,3.2,6,13,9,20,14,23,15,0,13,14,6,5,0,0
3801,2,3,23,14,3.7,1,14,3.7,1,7,12,15,18,21,25,19,5,13,8,16,6,0
3802,2,4,49,12,3.5,6,12,3.5,6,13,7,24,25,19,22,0,2,6,3,5,0,0
3803,2,2,43,47,3.1,4,47,3.1,4,13,8,16,22,0,0,0,3,16,0,0,0,0
3804,2,0,29,10,3.4,3,10,3.4,3,12,7,15,16,25,23,0,16,9,17,10,0,0
3805,2,1,44,2,3.6,3,2,3.6,3,10,8,26,17,18,21,23,17,16,11,4,1,0
3806,2,5,29,28,3.5,2,28,3.5,2,8,9,23,18,19,14,0,3,7,6,4,0,0
3807,2,0,35,19,3.3,6,19,3.3,6,11,9,23,14,19,16,0,13,6,11,5,0,0
3808,2,0,63,22,2.9,6,22,2.9,6,8,10,21,22,24,0,0,16,7,3,0,0,0
3809,2,1,46,21,3.5,1,21,3.5,1,12,10,27,20,22,19,0,3,14,1,12,0,0
3810,2,0,31,20,3.2,2,20,3.2,2,12,8,21,17,18,0,0,8,17,13,0,0,0
3811,2,5,53,20,3.2,3,20,3.2,3,8,9,19,25,26,0,0,4,1,9,0,0,0
3812,2,4,22,36,3.1,2,36,3.1,2,7,8,18,26,20,0,0,10,14,16,0,0,0
3813,2,4,62,47,2.6,2,47,2.6,2,10,7,18,16,0,0,0,1,13,0,0,0,0
3814,2,0,49,29,3.1,4,29,3.1,4,10,12,24,16,27,0,0,2,1,10,0,0,0
3815,2,1,59,37,3.3,4,37,3.3,4,8,12,19,17,14,0,0,17,2,8,0,0,0
3816,2,0,37,2,3.6,1,2,3.6,1,9,10,20,18,24,19,25,2,5,11,7,12,0
3817,2,0,56,5,3.5,1,5,3.5,1,7,12,23,16,18,25,20,3,5,2,9,8,0
3818,2,1,64,6,3.5,4,6,3.5,4,12,7,20,22,14,17,27,14,13,3,11,17,0
3819,2,5,56,22,3.2,4,22,3.2,4,13,11,15,27,25,21,0,4,1,10,15,0,0
3820,2,4,58,27,3.3,2,27,3.3,2,7,9,22,19,21,0,0,2,15,16,0,0,0
3821,2,5,55,25,2.9,5,25,2.9,5,11,12,20,22,25,0,0,14,3,4,0,0,0
3822,2,5,46,30,3.2,2,30,3.2,2,10,11,14,15,18,0,0,13,9,6,0,0,0
3823,2,2,25,20,3.2,1,20,3.2,1,12,8,27,23,16,19,0,13,3,9,11,0,0
3824,2,0,50,40,2.8,5,40,2.8,5,13,10,21,22,0,0,0,8,16,0,0,0,0
3825,2,0,48,27,3,4,27,3,4,10,8,17,23,16,0,0,5,17,14,0,0,0
3826,2,0,39,14,3.7,3,14,3.7,3,11,10,25,20,15,14,22,12,4,16,5,8,0
3827,2,2,42,13,3.7,2,13,3.7,2,10,7,21,14,20,24,25,15,10,3,6,4,0
3828,2,0,56,16,3.7,4,16,3.7,4,13,9,21,22,25,20,15,6,12,10,14,5,0
3829,2,1,57,7,3.7,6,7,3.7,6,7,10,24,27,21,16,26,2,16,5,13,4,0
3830,2,4,31,3,3.5,5,3,3.5,5,10,13,16,17,26,15,14,4,12,9,14,1,0
3831,2,0,64,8,3.5,1,8,3.5,1,13,7,27,25,23,20,15,8,7,14,17,6,0
3832,2,0,50,49,2.6,1,49,2.6,1,12,9,21,27,0,0,0,17,16,0,0,0,0
3833,2,3,35,44,3.1,1,44,3.1,1,13,8,14,27,0,0,0,3,2,0,0,0,0
3834,2,2,57,19,3.4,6,19,3.4,6,9,7,20,25,23,17,0,12,10,3,14,0,0
3835,2,1,28,13,3.3,1,13,3.3,1,10,13,15,16,21,23,0,13,9,4,1,0,0
3836,2,0,37,33,2.9,1,33,2.9,1,7,10,20,27,0,0,0,11,15,0,0,0,0
3837,2,5,46,27,3.5,5,27,3.5,5,7,9,19,25,22,26,0,1,11,7,5,0,0
3838,2,1,53,4,3.7,3,4,3.7,3,8,12,23,18,22,20,16,16,3,17,13,8,0
3839,2,1,28,15,3.6,5,15,3.6,5,7,9,17,24,22,20,16,13,12,14,7,10,0
3840,2,3,34,30,3.1,2,30,3.1,2,12,7,19,14,23,0,0,17,2,10,0,0,0
3841,2,1,56,16,3.4,2,16,3.4,2,12,11,23,22,15,18,0,11,6,13,5,0,0
3842,2,2,24,19,3.2,3,19,3.2,3,10,7,15,23,24,19,0,17,1,15,10,0,0
3843,2,0,57,21,3.2,5,21,3.2,5,9,8,23,16,17,0,0,2,4,7,0,0,0
3844,2,2,55,28,3,3,28,3,3,12,11,25,18,0,0,0,5,13,0,0,0,0
3845,2,2,29,49,2.8,1,49,2.8,1,12,13,25,23,0,0,0,9,7,0,0,0,0
3846,2,5,46,7,3.6,4,7,3.6,4,7,12,27,23,26,20,19,6,12,14,15,2,0
3847,2,4,51,36,3,1,36,3,1,11,12,17,18,15,0,0,15,11,14,0,0,0
3848,2,5,38,26,3,3,26,3,3,11,9,19,21,0,0,0,15,10,0,0,0,0
3849,2,0,30,24,2.6,3,24,2.6,3,13,11,14,16,0,0,0,14,2,0,0,0,0
3850,2,2,28,18,3.2,1,18,3.2,1,10,13,20,23,24,21,0,9,5,12,8,0,0
3851,2,0,34,6,3.7,4,6,3.7,4,13,11,17,21,16,24,20,16,2,10,17,13,0
3852,2,5,43,24,2.8,6,24,2.8,6,9,11,25,26,0,0,0,12,1,0,0,0,0
3853,2,2,63,16,3.3,5,16,3.3,5,7,9,27,23,21,17,0,7,2,6,1,0,0
3854,2,1,25,10,3.5,2,10,3.5,2,11,12,26,17,16,14,0,2,17,3,7,0,0
3855,2,2,49,6,3.7,6,6,3.7,6,9,12,18,17,15,20,23,17,3,12,6,7,0
3856,2,0,45,37,3.1,5,37,3.1,5,9,10,17,26,27,0,0,3,10,15,0,0,0
3857,2,0,35,29,2.9,1,29,2.9,1,7,13,26,15,24,0,0,8,15,14,0,0,0
3858,2,0,39,22,3.4,1,22,3.4,1,10,13,22,17,18,15,0,10,4,16,14,0,0
3859,2,4,62,13,3.6,2,13,3.6,2,13,9,15,27,18,21,25,17,7,5,1,3,0
3860,2,4,31,27,2.9,6,27,2.9,6,11,8,21,19,16,0,0,2,7,1,0,0,0
3861,2,3,56,19,3.5,6,19,3.5,6,9,13,21,26,24,27,17,12,1,6,10,2,0
3862,2,4,25,33,3,3,33,3,3,12,7,15,19,25,0,0,9,4,15,0,0,0
3863,2,4,58,16,3.4,4,16,3.4,4,12,8,15,18,23,19,0,17,12,8,9,0,0
3864,2,3,59,12,3.5,2,12,3.5,2,10,7,25,23,15,14,0,9,14,7,15,0,0
3865,2,1,61,6,3.6,2,6,3.6,2,13,7,14,18,26,19,15,8,12,3,9,10,0
3866,2,3,63,43,3.1,2,43,3.1,2,13,9,26,19,0,0,0,7,4,0,0,0,0
3867,2,1,51,3,3.5,3,3,3.5,3,10,13,18,27,20,17,16,3,17,6,13,11,0
3868,2,5,32,19,3.2,5,19,3.2,5,13,8,26,18,24,17,0,2,15,14,3,0,0
3869,2,5,60,39,3.1,4,39,3.1,4,13,12,25,21,27,0,0,9,8,1,0,0,0
3870,2,1,44,22,3.2,5,22,3.2,5,10,13,17,25,22,14,0,17,3,14,16,0,0
3871,2,0,30,2,3.7,6,2,3.7,6,9,8,24,22,17,14,18,15,11,12,4,1,0
3872,2,4,50,1,3.6,1,1,3.6,1,9,10,26,17,20,25,24,11,5,1,14,12,0
3873,2,3,34,1,3.7,1,1,3.7,1,13,9,23,16,27,22,24,17,8,16,11,12,0
3874,2,4,52,5,3.7,1,5,3.7,1,11,10,23,16,14,25,24,8,3,9,1,13,0
3875,2,3,26,20,3.3,4,20,3.3,4,7,9,17,14,22,0,0,15,12,6,0,0,0
3876,2,0,63,39,3.1,5,39,3.1,5,8,13,19,20,0,0,0,7,11,0,0,0,0
3877,2,1,35,29,3.3,2,29,3.3,2,13,9,27,26,16,23,0,8,17,13,16,0,0
3878,2,0,38,23,2.8,3,23,2.8,3,9,8,22,26,0,0,0,8,15,0,0,0,0
3879,2,1,56,35,2.9,3,35,2.9,3,12,13,21,16,0,0,0,4,6,0,0,0,0
3880,2,1,37,9,3.6,5,9,3.6,5,13,8,17,16,14,15,19,5,7,10,2,3,0
3881,2,0,50,17,3.7,6,17,3.7,6,8,10,26,22,25,19,15,15,1,13,14,2,0
3882,2,1,39,34,3,3,34,3,3,8,9,27,18,16,0,0,6,15,1,0,0,0
3883,2,4,35,42,3.1,5,42,3.1,5,13,7,27,18,0,0,0,1,6,0,0,0,0
3884,2,1,48,31,2.9,5,31,2.9,5,13,7,15,18,26,0,0,16,8,3,0,0,0
3885,2,1,63,28,3.5,6,28,3.5,6,9,7,27,16,18,15,0,2,1,16,4,0,0
3886,2,1,25,32,2.6,5,32,2.6,5,12,7,22,16,0,0,0,4,16,0,0,0,0
3887,2,1,46,34,3.3,6,34,3.3,6,12,8,18,15,22,0,0,8,17,15,0,0,0
3888,2,1,37,29,2.6,3,29,2.6,3,9,12,15,23,0,0,0,12,14,0,0,0,0
3889,2,2,49,24,3.1,5,24,3.1,5,13,10,18,14,15,0,0,2,5,4,0,0,0
3890,2,5,45,3,3.5,4,3,3.5,4,10,12,21,27,19,14,20,8,4,9,5,12,0
3891,2,0,62,20,3.3,2,20,3.3,2,13,9,26,16,18,22,0,8,14,17,11,0,0
3892,2,5,36,9,3.6,1,9,3.6,1,8,13,15,17,22,20,27,6,13,9,16,7,0
3893,2,3,57,42,2.6,6,42,2.6,6,7,12,17,14,0,0,0,17,16,0,0,0,0
3894,2,3,25,10,3.6,6,10,3.6,6,10,13,17,15,24,18,16,2,4,11,12,9,0
3895,2,1,43,1,3.5,4,1,3.5,4,11,9,19,17,21,16,23,10,13,17,12,4,0
3896,2,2,27,33,3.3,6,33,3.3,6,7,9,19,18,14,0,0,8,10,15,0,0,0
3897,2,4,36,28,3.3,2,28,3.3,2,11,8,18,14,23,25,0,15,9,1,4,0,0
3898,2,0,44,26,3.3,4,26,3.3,4,12,11,22,20,16,0,0,8,3,5,0,0,0
3899,2,0,63,29,3.2,5,29,3.2,5,12,10,26,19,18,16,0,5,4,15,12,0,0
3900,2,2,35,14,3.5,6,14,3.5,6,10,11,25,22,16,15,27,2,8,10,9,1,0
3901,2,4,44,28,3.2,2,28,3.2,2,7,9,17,21,27,20,0,2,12,4,7,0,0
3902,2,0,53,29,3,6,29,3,6,8,12,14,23,19,0,0,11,1,6,0,0,0
3903,2,4,41,12,3.2,4,12,3.2,4,13,11,14,27,23,20,0,6,15,9,5,0,0
3904,2,4,37,21,2.8,6,21,2.8,6,10,12,27,22,0,0,0,8,3,0,0,0,0
3905,2,5,43,15,3.7,6,15,3.7,6,11,7,26,14,19,22,25,12,1,13,4,9,0
3906,2,1,51,30,2.8,2,30,2.8,2,10,7,26,21,0,0,0,3,17,0,0,0,0
3907,2,2,50,21,3.4,6,21,3.4,6,8,7,20,24,23,17,0,3,7,16,13,0,0
3908,2,2,33,29,3.4,4,29,3.4,4,12,9,16,17,19,14,0,3,10,17,13,0,0
3909,2,5,61,17,3.5,6,17,3.5,6,9,8,24,16,20,25,19,4,2,5,8,17,0
3910,2,5,51,19,3.2,1,19,3.2,1,7,13,15,21,14,23,0,6,17,9,16,0,0
3911,2,0,56,28,3.4,4,28,3.4,4,9,11,26,20,22,16,0,17,7,2,9,0,0
3912,2,5,33,18,3.5,2,18,3.5,2,9,11,18,25,26,24,27,16,6,13,1,12,0
3913,2,1,41,42,3.1,6,42,3.1,6,13,11,20,18,0,0,0,9,3,0,0,0,0
3914,2,5,48,17,3.7,1,17,3.7,1,11,10,15,21,18,20,23,11,14,13,12,8,0
3915,2,3,33,44,2.9,2,44,2.9,2,7,11,14,18,0,0,0,3,15,0,0,0,0
3916,2,2,39,26,3.3,2,26,3.3,2,9,13,22,27,23,26,0,5,1,9,13,0,0
3917,2,0,49,41,2.9,3,41,2.9,3,13,11,18,25,0,0,0,2,13,0,0,0,0
3918,2,4,37,26,3,6,26,3,6,11,9,26,14,0,0,0,10,13,0,0,0,0
3919,2,2,55,11,3.6,2,11,3.6,2,13,7,22,17,19,25,18,16,12,9,2,15,0
3920,2,5,36,22,2.9,1,22,2.9,1,13,12,19,17,21,0,0,2,9,11,0,0,0
3921,2,3,41,12,3.5,3,12,3.5,3,8,9,24,18,22,17,21,12,5,14,15,6,0
3922,2,2,47,14,3.6,5,14,3.6,5,9,13,18,15,14,27,23,4,3,8,15,10,0
3923,2,3,27,36,3.1,2,36,3.1,2,12,7,22,14,25,0,0,5,17,8,0,0,0
3924,2,1,23,20,3.5,1,20,3.5,1,7,10,23,14,22,25,0,1,10,2,14,0,0
3925,2,0,28,27,3.2,5,27,3.2,5,12,8,15,21,14,24,0,5,4,12,3,0,0
3926,2,5,46,12,3.5,3,12,3.5,3,8,13,17,27,15,26,0,9,7,3,1,0,0
3927,2,3,45,24,3,6,24,3,6,9,7,27,19,26,0,0,5,13,7,0,0,0
3928,2,5,46,32,2.8,3,32,2.8,3,8,9,20,18,0,0,0,4,6,0,0,0,0
3929,2,1,22,29,3.2,6,29,3.2,6,7,8,22,25,17,0,0,7,10,3,0,0,0
3930,2,4,37,30,3.1,5,30,3.1,5,9,10,23,22,15,0,0,10,6,14,0,0,0
3931,2,5,40,23,3,1,23,3,1,11,8,14,21,0,0,0,7,3,0,0,0,0
3932,2,3,47,34,3.2,2,34,3.2,2,10,9,18,22,25,0,0,9,1,16,0,0,0
3933,2,4,34,20,3,6,20,3,6,8,10,18,25,26,0,0,5,17,2,0,0,0
3934,2,3,24,14,3.2,3,14,3.2,3,12,8,14,26,24,15,0,12,1,7,13,0,0
3935,2,1,40,48,2.6,4,48,2.6,4,7,13,17,25,0,0,0,7,2,0,0,0,0
3936,2,3,44,49,2.9,2,49,2.9,2,10,11,14,19,0,0,0,15,16,0,0,0,0
3937,2,5,49,15,3.3,4,15,3.3,4,12,8,22,24,15,17,0,3,16,8,11,0,0
3938,2,4,40,26,2.9,3,26,2.9,3,9,10,14,20,0,0,0,7,14,0,0,0,0
3939,2,4,40,29,3.3,1,29,3.3,1,7,12,25,15,19,17,0,14,12,3,8,0,0
3940,2,2,56,19,3.7,4,19,3.7,4,12,10,15,19,16,21,25,5,11,16,2,4,0
3941,2,4,27,37,3,5,37,3,5,13,8,27,14,0,0,0,15,2,0,0,0,0
3942,2,4,58,40,2.8,4,40,2.8,4,12,7,27,18,0,0,0,13,17,0,0,0,0
3943,2,0,26,3,3.7,1,3,3.7,1,11,12,18,24,15,17,26,9,16,3,15,12,0
3944,2,5,48,25,3,3,25,3,3,9,11,19,26,25,0,0,11,4,17,0,0,0
3945,2,3,43,37,2.8,3,37,2.8,3,9,13,15,24,0,0,0,15,8,0,0,0,0
3946,2,2,26,22,3,5,22,3,5,12,10,24,18,0,0,0,1,2,0,0,0,0
3947,2,0,39,33,3.2,3,33,3.2,3,10,13,20,26,24,0,0,16,17,15,0,0,0
3948,2,0,25,30,3,5,30,3,5,9,12,14,21,25,0,0,16,6,1,0,0,0
3949,2,0,50,5,3.7,5,5,3.7,5,10,12,26,14,17,18,23,6,17,8,14,11,0
3950,2,4,58,26,3,2,26,3,2,8,9,24,26,0,0,0,5,2,0,0,0,0
3951,2,0,26,6,3.6,4,6,3.6,4,13,8,20,15,17,19,25,16,2,14,9,7,0
3952,2,5,51,39,2.9,6,39,2.9,6,7,9,21,22,27,0,0,14,2,6,0,0,0
3953,2,3,64,15,3.2,3,15,3.2,3,7,10,26,19,21,17,0,13,14,10,12,0,0
3954,2,1,59,19,3.5,2,19,3.5,2,13,12,16,15,19,27,20,15,6,17,7,3,0
3955,2,0,64,18,3.4,1,18,3.4,1,12,7,23,16,27,26,0,5,16,17,10,0,0
3956,2,3,58,48,2.9,2,48,2.9,2,8,13,16,24,0,0,0,2,3,0,0,0,0
3957,2,3,40,11,3.2,3,11,3.2,3,8,12,25,22,17,23,0,13,7,10,9,0,0
3958,2,5,25,37,3.1,4,37,3.1,4,9,12,15,24,17,0,0,13,10,16,0,0,0
3959,2,1,54,38,3,3,38,3,3,7,8,20,24,27,0,0,9,12,13,0,0,0
3960,2,0,32,28,2.8,1,28,2.8,1,9,13,27,23,0,0,0,1,17,0,0,0,0
3961,2,4,47,15,3.4,3,15,3.4,3,9,10,19,17,23,26,0,15,16,12,8,0,0
3962,2,0,44,12,3.6,3,12,3.6,3,8,12,17,20,21,18,19,17,10,12,8,13,0
3963,2,1,23,5,3.7,1,5,3.7,1,7,11,14,19,16,17,15,4,17,6,16,3,0
3964,2,3,31,23,3.1,5,23,3.1,5,10,12,27,14,0,0,0,17,15,0,0,0,0
3965,2,3,53,28,3.3,2,28,3.3,2,7,10,14,21,15,18,0,13,9,14,8,0,0
3966,2,3,31,16,3.7,1,16,3.7,1,8,10,25,19,20,17,23,16,12,4,13,8,0
3967,2,2,36,26,2.9,6,26,2.9,6,13,10,19,18,23,0,0,14,1,2,0,0,0
3968,2,1,36,34,3,1,34,3,1,11,7,19,23,0,0,0,4,17,0,0,0,0
3969,2,5,56,13,3.5,1,13,3.5,1,10,12,23,24,19,17,20,15,10,1,11,16,0
3970,2,0,51,24,2.9,4,24,2.9,4,10,9,17,23,24,0,0,2,7,17,0,0,0
3971,2,3,26,6,3.7,5,6,3.7,5,7,11,15,27,16,14,25,2,12,9,15,13,0
3972,2,1,49,41,3.1,1,41,3.1,1,7,8,24,14,0,0,0,17,6,0,0,0,0
3973,2,2,43,5,3.6,5,5,3.6,5,13,7,16,27,14,15,17,5,4,12,3,11,0
3974,2,2,49,33,2.9,4,33,2.9,4,10,7,18,20,19,0,0,8,9,11,0,0,0
3975,2,0,37,3,3.6,1,3,3.6,1,13,12,19,24,26,25,23,3,7,6,10,14,0
3976,2,3,43,29,3.2,1,29,3.2,1,7,9,26,27,23,0,0,11,17,8,0,0,0
3977,2,3,27,25,2.9,5,25,2.9,5,13,9,23,20,0,0,0,15,4,0,0,0,0
3978,2,1,27,16,3.3,6,16,3.3,6,11,8,27,25,16,17,0,1,8,5,9,0,0
3979,2,3,51,24,3,2,24,3,2,12,10,24,15,22,0,0,14,17,13,0,0,0
3980,2,4,22,37,3.1,5,37,3.1,5,10,12,23,18,25,0,0,13,17,11,0,0,0
3981,2,0,35,42,2.6,3,42,2.6,3,8,9,20,16,0,0,0,3,9,0,0,0,0
3982,2,5,32,22,3.2,6,22,3.2,6,13,8,23,21,15,0,0,4,6,12,0,0,0
3983,2,1,27,29,2.9,3,29,2.9,3,11,10,23,25,20,0,0,8,6,14,0,0,0
3984,2,0,64,33,3.2,6,33,3.2,6,10,7,17,23,16,0,0,8,16,9,0,0,0
3985,2,2,28,37,3.3,6,37,3.3,6,13,10,17,21,22,0,0,5,8,17,0,0,0
3986,2,5,39,16,3.7,3,16,3.7,3,10,11,26,20,14,25,22,1,4,13,11,12,0
3987,2,2,24,42,2.6,1,42,2.6,1,10,9,25,27,0,0,0,4,15,0,0,0,0
3988,2,4,45,30,2.9,4,30,2.9,4,12,10,17,22,14,0,0,16,6,13,0,0,0
3989,2,1,43,3,3.6,3,3,3.6,3,12,7,22,23,15,17,21,9,1,5,11,13,0
3990,2,0,49,4,3.5,5,4,3.5,5,13,9,17,20,22,14,26,14,10,8,16,13,0
3991,2,1,43,27,3,3,27,3,3,11,12,16,17,26,0,0,17,3,11,0,0,0
3992,2,0,31,30,3.1,5,30,3.1,5,13,7,16,14,21,0,0,17,4,7,0,0,0
3993,2,0,38,22,2.6,2,22,2.6,2,9,8,15,14,0,0,0,5,1,0,0,0,0
3994,2,4,39,21,3.2,2,21,3.2,2,12,11,20,26,16,19,0,16,6,5,3,0,0
3995,2,3,29,15,3.2,5,15,3.2,5,8,9,15,14,22,16,0,11,2,9,5,0,0
3996,2,2,34,34,3.3,2,34,3.3,2,11,12,20,15,21,0,0,7,17,6,0,0,0
3997,2,5,39,8,3.6,4,8,3.6,4,13,7,21,27,22,23,24,13,8,15,4,9,0
3998,2,3,40,23,2.6,6,23,2.6,6,12,13,21,26,0,0,0,9,12,0,0,0,0
3999,2,0,43,4,3.6,3,4,3.6,3,8,9,19,18,27,14,26,12,15,10,7,4,0
4000,2,2,37,29,3.5,1,29,3.5,1,11,13,15,26,22,27,0,6,10,13,16,0,0
4001,2,5,52,9,3.6,5,9,3.6,5,12,13,16,15,21,19,27,2,6,15,13,8,0
4002,2,5,61,25,3.2,2,25,3.2,2,9,11,23,22,24,21,0,9,1,2,12,0,0
4003,2,5,39,25,3.2,2,25,3.2,2,7,11,27,16,23,0,0,5,3,9,0,0,0
4004,2,3,48,28,3.3,2,28,3.3,2,12,13,24,19,18,0,0,11,12,5,0,0,0
4005,2,1,48,49,2.8,4,49,2.8,4,11,7,21,20,0,0,0,14,2,0,0,0,0
4006,2,5,27,23,3,3,23,3,3,13,8,19,16,22,0,0,12,9,4,0,0,0
4007,2,2,30,24,3.1,2,24,3.1,2,10,7,17,21,24,0,0,9,13,12,0,0,0
4008,2,4,46,13,3.5,1,13,3.5,1,8,13,25,20,27,22,26,17,10,6,14,1,0
4009,2,0,26,4,3.6,5,4,3.6,5,7,10,20,17,25,19,24,4,11,2,8,16,0
4010,2,0,27,36,2.6,4,36,2.6,4,7,9,21,27,0,0,0,11,8,0,0,0,0
4011,2,4,30,15,3.2,2,15,3.2,2,8,10,23,15,17,19,0,17,4,7,8,0,0
4012,2,5,44,45,2.6,3,45,2.6,3,9,8,17,22,0,0,0,5,16,0,0,0,0
4013,2,5,23,21,3.3,5,21,3.3,5,7,12,22,17,14,0,0,1,7,15,0,0,0
4014,2,3,47,6,3.6,3,6,3.6,3,9,13,19,15,23,16,14,16,14,12,1,11,0
4015,2,4,53,29,3.2,4,29,3.2,4,9,10,18,15,17,24,0,9,10,12,6,0,0
4016,2,5,31,9,3.7,3,9,3.7,3,12,13,16,14,17,27,15,10,3,15,11,4,0
4017,2,3,63,16,3.6,3,16,3.6,3,8,12,17,22,25,24,21,5,12,10,1,8,0
4018,2,3,48,25,3.1,5,25,3.1,5,11,9,14,17,0,0,0,16,4,0,0,0,0
4019,2,3,44,33,3,5,33,3,5,7,9,19,22,21,0,0,12,13,9,0,0,0
4020,2,5,29,38,3.1,3,38,3.1,3,7,8,22,23,18,0,0,16,9,12,0,0,0
4021,2,2,50,26,3,6,26,3,6,8,10,24,19,0,0,0,6,1,0,0,0,0
4022,2,1,26,25,2.6,2,25,2.6,2,12,9,17,23,0,0,0,2,1,0,0,0,0
4023,2,4,33,23,3,3,23,3,3,13,9,22,21,0,0,0,10,1,0,0,0,0
4024,2,4,52,33,2.9,2,33,2.9,2,9,8,14,21,0,0,0,9,11,0,0,0,0
4025,2,4,32,24,3.3,3,24,3.3,3,12,9,22,14,24,25,0,1,17,13,8,0,0
4026,2,0,48,21,3.2,6,21,3.2,6,10,13,21,26,20,24,0,9,1,17,7,0,0
4027,2,4,38,33,3.1,2,33,3.1,2,10,13,24,22,18,0,0,5,8,7,0,0,0
4028,2,4,23,38,3,3,38,3,3,7,11,26,19,22,0,0,14,10,17,0,0,0
4029,2,5,48,22,3.1,6,22,3.1,6,7,8,24,19,0,0,0,9,3,0,0,0,0
4030,2,0,58,32,2.7,1,32,2.7,1,9,8,26,20,0,0,0,5,10,0,0,0,0
4031,2,1,39,46,2.7,6,46,2.7,6,12,8,19,14,0,0,0,17,1,0,0,0,0
4032,2,1,32,6,3.6,2,6,3.6,2,11,8,20,16,27,15,19,12,16,10,8,5,0
4033,2,1,24,32,2.9,3,32,2.9,3,9,8,14,15,26,0,0,10,16,11,0,0,0
4034,2,3,56,35,2.8,6,35,2.8,6,9,11,20,15,0,0,0,4,8,0,0,0,0
4035,2,1,23,16,3.6,3,16,3.6,3,11,7,19,21,18,23,22,4,14,10,8,12,0
4036,2,4,35,26,3.3,4,26,3.3,4,12,8,24,14,27,18,0,7,1,16,14,0,0
4037,2,2,35,17,3.6,5,17,3.6,5,13,8,24,23,17,18,14,5,16,9,8,4,0
4038,2,0,43,12,3.5,2,12,3.5,2,9,12,25,17,24,19,0,4,7,13,5,0,0
4039,2,4,35,7,3.6,2,7,3.6,2,13,8,21,17,25,27,26,4,6,17,7,14,0
4040,2,2,25,17,3.5,1,17,3.5,1,13,11,18,21,27,24,23,2,6,17,4,5,0
